Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,EloHome,EloAway
E0,16/04/05,Birmingham,Portsmouth,0,0,D,0,0,D,P Walton,9,5,4,4,16,12,7,5,1,2,0,0,1.9,3.1,4.33,1.8,3.1,4.5,1.9,3.25,3.85,1.85,3.0,3.8,1.8,3.25,3.75,1.91,3.25,4.0,1.83,3.2,3.75,2.05,1.65,2.2,1.65,1.9,1.76,-0.5,1.94,1.9,-0.5,1.925,1.975,-0.5,1716.15,1690.31
E0,16/04/05,Charlton,Bolton,1,2,A,1,1,D,A Wiley,18,11,10,5,10,14,8,2,0,1,0,0,2.4,3.2,2.87,2.3,3.1,2.9,2.4,3.2,2.75,2.3,3.0,2.7,2.6,3.2,2.38,2.4,3.25,2.8,2.3,3.2,2.62,2.0,1.71,2.05,1.75,2.05,1.75,-0.25,2.06,1.78,-0.25,2.15,1.75,-0.25,1742.83,1789.03
E0,16/04/05,Crystal Palace,Norwich,3,3,D,1,1,D,R Styles,12,12,10,8,17,21,7,3,2,2,0,0,2.0,3.2,3.75,1.9,3.25,3.75,2.0,3.25,3.5,1.9,3.1,3.5,2.1,3.2,3.0,2.0,3.4,3.5,2.0,3.2,3.2,2.05,1.65,2.15,1.66,2.0,1.69,-0.5,1.98,1.86,-0.5,2.05,1.85,-0.5,1629.38,1654.25
E0,16/04/05,Fulham,Man City,1,1,D,0,1,A,N Barry,8,7,3,3,9,19,6,8,0,1,0,0,2.3,3.25,3.0,2.1,3.2,3.2,2.25,3.2,3.0,2.2,3.0,2.9,2.4,3.25,2.5,2.3,3.2,3.0,2.25,3.2,2.75,2.0,1.71,2.1,1.7,1.9,1.9,-0.25,1.96,1.88,-0.25,1.975,1.925,-0.25,1705.59,1731.61
E0,16/04/05,Liverpool,Tottenham,2,2,D,1,1,D,M Halsey,18,9,7,6,5,7,12,3,0,0,0,0,1.83,3.25,4.5,1.6,3.5,5.25,1.8,3.45,4.0,1.8,3.1,3.8,1.67,3.4,4.33,1.8,3.4,4.33,1.8,3.3,3.75,2.05,1.65,2.3,1.6,1.8,1.85,-0.5,2.06,1.78,-0.75,2.075,1.825,-0.75,1802.22,1751.3
E0,16/04/05,Southampton,Aston Villa,2,3,A,2,0,H,A D'Urso,16,11,8,7,10,17,5,8,1,2,0,0,2.2,3.2,3.25,2.1,3.2,3.2,2.2,3.2,3.1,2.2,3.0,2.9,2.2,3.25,2.75,2.25,3.2,3.1,2.15,3.2,2.87,2.0,1.71,2.1,1.7,1.82,1.98,-0.25,1.84,2.0,-0.25,1.85,2.05,-0.25,1681.4,1755.61
E0,19/04/05,Bolton,Southampton,1,1,D,1,0,H,M Clattenburg,22,5,16,4,9,9,5,2,2,0,0,0,1.61,3.6,5.5,1.7,3.2,5.0,1.62,3.5,5.25,1.6,3.4,4.6,1.57,3.5,5.0,1.62,3.6,5.5,1.57,3.5,5.0,1.95,1.75,2.0,1.8,1.9,1.9,-0.75,1.96,1.88,-0.75,1.975,1.925,-0.75,1803.45,1667.97
E0,19/04/05,Middlesbrough,Fulham,1,1,D,0,0,D,R Styles,8,7,4,2,11,12,2,6,1,0,0,0,1.83,3.3,4.33,1.7,3.3,4.75,1.75,3.35,4.5,1.75,3.2,4.0,1.83,3.25,3.6,1.8,3.4,4.33,1.7,3.4,4.2,2.0,1.71,2.0,1.8,2.05,1.7,-0.75,1.82,2.02,-0.5,1.875,2.025,-0.5,1741.77,1702.97
E0,20/04/05,Aston Villa,Charlton,0,0,D,0,0,D,B Knight,13,12,5,3,14,9,6,5,0,1,0,0,1.9,3.1,4.33,1.9,3.1,4.0,1.9,3.25,3.85,1.8,3.1,3.8,1.67,3.25,4.5,1.91,3.25,4.0,1.83,3.3,3.6,1.95,1.75,2.0,1.8,1.9,1.76,-0.5,1.94,1.9,-0.5,2.0,1.9,-0.5,1769.04,1728.41
E0,20/04/05,Blackburn,Crystal Palace,1,0,H,1,0,H,P Walton,18,4,7,3,11,19,11,6,3,2,0,0,1.9,3.3,4.0,1.9,3.25,3.75,1.9,3.35,3.75,1.8,3.2,3.7,1.73,3.4,4.0,1.85,3.4,4.0,1.9,3.3,3.3,1.9,1.79,2.0,1.8,1.9,1.77,-0.5,1.96,1.88,-0.5,2.0,1.9,-0.5,1746.44,1626.72
E0,20/04/05,Chelsea,Arsenal,0,0,D,0,0,D,S Bennett,9,6,3,4,10,16,2,2,1,3,0,0,2.1,3.2,3.5,1.95,3.2,3.6,2.0,3.25,3.5,2.0,3.1,3.2,2.1,3.2,3.0,2.05,3.2,3.6,1.9,3.2,3.5,1.95,1.75,2.1,1.7,1.8,2.0,-0.25,1.82,2.02,-0.25,1.825,2.075,-0.25,1996.4,1983.37
E0,20/04/05,Everton,Man United,1,0,H,0,0,D,P Dowd,7,16,3,11,18,17,4,5,3,2,0,2,4.0,3.3,1.9,3.6,3.2,1.95,3.6,3.3,1.95,3.6,3.1,1.85,3.75,3.2,1.83,3.75,3.4,1.91,3.6,3.3,1.83,2.0,1.71,2.1,1.7,1.72,1.95,0.5,1.98,1.86,0.5,2.025,1.875,0.5,1753.62,1942.78
E0,20/04/05,Man City,Birmingham,3,0,H,0,0,D,M Atkinson,8,5,4,1,11,9,8,3,0,1,0,0,2.0,3.2,3.75,2.0,3.15,3.5,1.95,3.25,3.65,1.85,3.1,3.6,1.91,3.25,3.4,2.0,3.3,3.6,1.9,3.3,3.3,2.05,1.65,2.15,1.66,1.8,2.0,-0.25,1.76,2.08,-0.25,1.775,2.125,-0.25,1734.23,1711.81
E0,20/04/05,Norwich,Newcastle,2,1,H,0,0,D,A Marriner,15,24,8,10,12,11,6,6,0,0,0,0,2.5,3.4,2.62,2.25,3.2,2.9,2.4,3.35,2.65,2.5,3.0,2.5,2.4,3.25,2.5,2.4,3.4,2.7,2.37,3.3,2.5,1.85,1.85,1.9,1.9,1.8,2.0,0.0,1.82,2.02,0.0,1.85,2.05,0.0,1656.91,1758.47
E0,20/04/05,Portsmouth,Liverpool,1,2,A,1,2,A,H Webb,8,19,6,12,10,8,5,4,1,0,0,0,3.2,3.25,2.2,3.2,3.2,2.1,3.15,3.25,2.15,3.2,3.1,2.0,2.75,3.25,2.2,3.2,3.2,2.2,3.0,3.3,2.05,2.0,1.7,2.05,1.75,2.0,1.8,0.25,1.98,1.86,0.25,2.049,1.85,0.25,1694.65,1797.11
E0,20/04/05,Tottenham,West Brom,1,1,D,0,1,A,C Foy,15,10,5,4,12,12,7,3,2,0,0,0,1.66,3.4,5.5,1.8,3.2,4.3,1.75,3.35,4.5,1.65,3.3,4.4,1.67,3.4,4.33,1.7,3.4,5.0,1.72,3.4,4.0,1.9,1.79,1.85,1.95,2.0,1.8,-0.75,2.02,1.82,-0.75,2.025,1.875,-0.75,1756.41,1672.76
E0,23/04/05,Aston Villa,Bolton,1,1,D,1,0,H, U Rennie,13,12,10,6,17,13,7,5,0,2,0,0,2.37,3.25,2.87,2.25,3.2,2.9,2.35,3.2,2.9,2.2,3.0,2.9,2.25,3.2,2.75,2.3,3.3,2.9,2.25,3.2,2.75,2.05,1.65,2.2,1.65,1.73,2.0,0.0,2.06,1.78,-0.25,2.1,1.8,-0.25,1764.24,1796.07
E0,23/04/05,Blackburn,Man City,0,0,D,0,0,D, C Foy,11,7,5,1,20,17,6,2,0,0,0,0,2.3,3.25,3.0,2.3,3.1,2.9,2.3,3.2,3.0,2.2,3.0,2.9,2.2,3.2,2.8,2.25,3.3,3.0,2.3,3.2,2.62,2.05,1.65,2.2,1.65,2.0,1.8,-0.25,1.98,1.86,-0.25,2.025,1.875,-0.25,1751.94,1742.5
E0,23/04/05,Chelsea,Fulham,3,1,H,1,1,D, A Wiley,12,10,7,4,7,11,4,6,1,1,0,0,1.28,5.0,10.0,1.2,5.5,12.0,1.28,4.75,11.0,1.3,4.2,8.0,1.25,4.5,10.0,1.25,5.25,11.0,1.22,5.0,9.5,1.85,1.85,2.0,1.8,1.95,1.85,-1.25,2.1,1.74,-1.5,1.95,1.95,-1.25,1992.47,1707.71
E0,23/04/05,Crystal Palace,Liverpool,1,0,H,1,0,H, D Gallagher,6,9,3,7,19,14,4,1,2,5,0,0,3.75,3.5,1.9,4.0,3.2,1.85,3.6,3.4,1.95,3.2,3.1,2.0,3.4,3.25,1.91,3.75,3.4,1.91,3.5,3.5,1.8,2.0,1.71,2.1,1.7,1.75,1.95,0.5,1.9,1.94,0.5,1.975,1.925,0.5,1621.22,1809.52
E0,23/04/05,Everton,Birmingham,1,1,D,0,1,A, A D'Urso,11,9,6,4,18,18,9,5,2,3,0,0,1.66,3.4,5.5,1.7,3.35,4.75,1.7,3.4,5.0,1.6,3.4,4.6,1.62,3.25,5.0,1.62,3.6,5.5,1.61,3.3,5.0,2.05,1.65,2.2,1.65,1.9,1.9,-0.75,1.92,1.92,-0.75,1.925,1.975,-0.75,1769.26,1703.54
E0,23/04/05,Middlesbrough,West Brom,4,0,H,3,0,H, H Webb,12,15,8,9,12,12,1,4,1,1,0,0,1.9,3.3,4.0,1.8,3.2,4.3,1.95,3.25,3.8,1.9,3.1,3.5,2.0,3.2,3.2,1.85,3.4,4.0,1.8,3.4,3.6,1.95,1.75,2.05,1.75,1.95,1.75,-0.5,2.02,1.82,-0.5,2.1,1.8,-0.5,1737.03,1678.81
E0,23/04/05,Norwich,Charlton,1,0,H,0,0,D, M Atkinson,13,11,6,6,8,9,7,8,1,1,0,0,2.25,3.4,3.0,2.2,3.2,3.0,2.2,3.3,3.1,2.2,3.1,2.8,2.2,3.25,2.75,2.2,3.4,3.0,2.05,3.5,2.87,1.85,1.85,1.95,1.85,1.85,1.95,-0.25,1.82,2.02,-0.25,1.85,2.05,-0.25,1669.47,1733.21
E0,24/04/05,Man United,Newcastle,2,1,H,0,1,A, N Barry,18,11,10,5,8,20,9,4,1,0,0,0,1.36,4.5,8.5,1.35,4.0,9.0,1.35,4.4,8.5,1.33,4.0,7.5,1.29,4.5,8.0,1.36,4.33,8.5,1.3,4.5,7.5,1.79,1.9,1.85,1.95,1.9,1.9,-1.25,1.88,1.96,-1.25,1.925,1.975,-1.25,1927.14,1745.91
E0,24/04/05,Portsmouth,Southampton,4,1,H,4,1,H, S Dunn,18,11,8,8,15,11,4,7,2,1,0,0,2.25,3.25,3.1,2.0,3.25,3.4,2.2,3.2,3.2,2.1,3.1,3.0,2.2,3.25,2.75,2.2,3.25,3.1,2.05,3.3,3.0,1.85,1.85,2.1,1.7,1.9,1.9,-0.25,1.94,1.9,-0.25,2.025,1.875,-0.25,1682.24,1675.35
E0,25/04/05,Arsenal,Tottenham,1,0,H,1,0,H,M Riley,12,7,3,1,17,15,4,7,0,4,0,0,1.5,3.75,7.0,1.45,3.75,7.0,1.47,3.75,7.25,1.45,3.8,5.4,1.5,3.4,6.0,1.5,3.75,7.0,1.44,3.6,6.5,1.79,1.9,1.8,2.0,1.8,2.0,-1.0,,,,,,,1987.3,1750.36
E0,26/04/05,West Brom,Blackburn,1,1,D,1,0,H,S Bennett,9,14,3,7,13,15,6,4,3,4,0,0,2.1,3.25,3.5,2.0,3.15,3.5,2.1,3.25,3.4,1.9,3.1,3.5,2.0,3.2,3.2,2.1,3.25,3.4,1.9,3.5,3.2,2.15,1.6,2.4,1.53,1.8,2.0,-0.25,2.06,1.78,-0.5,2.05,1.85,-0.5,1671.64,1748.13
E0,27/04/05,Newcastle,Middlesbrough,0,0,D,0,0,D,M Halsey,11,5,5,3,8,9,7,1,1,2,0,0,2.25,3.25,3.1,2.2,3.2,3.0,2.2,3.25,3.15,2.1,3.0,3.1,1.91,3.25,3.4,2.2,3.25,3.1,1.95,3.3,3.25,1.95,1.75,1.75,2.05,1.8,2.0,-0.25,1.8,2.04,-0.25,1.85,2.05,-0.25,1741.78,1744.2
E0,30/04/05,Birmingham,Blackburn,2,1,H,0,1,A,B Knight,10,5,6,1,15,16,6,1,2,1,0,0,2.2,3.2,3.25,2.1,3.2,3.2,2.15,3.15,3.25,2.0,3.1,3.2,2.1,3.2,3.0,2.2,3.2,3.2,2.05,3.1,3.2,2.15,1.6,2.35,1.57,1.8,2.0,-0.25,1.82,2.02,-0.25,1.825,2.075,-0.25,1709.09,1748.97
E0,30/04/05,Bolton,Chelsea,0,2,A,0,0,D,S Dunn,14,8,6,5,17,14,7,2,4,1,0,0,3.75,3.2,2.0,4.0,3.35,1.8,3.65,3.3,1.95,3.2,3.1,2.0,3.5,3.2,1.91,3.75,3.2,2.0,3.6,3.3,1.83,2.0,1.71,2.15,1.66,1.73,1.95,0.5,1.72,2.12,0.5,2.0,1.9,0.25,1798.49,1994.93
E0,30/04/05,Fulham,Everton,2,0,H,2,0,H,S Bennett,11,11,6,4,18,16,3,7,1,3,1,0,2.75,3.2,2.5,3.0,3.1,2.25,2.75,3.2,2.4,2.5,3.0,2.5,2.75,3.2,2.25,2.8,3.25,2.4,2.62,3.1,2.37,2.05,1.65,2.2,1.65,1.9,1.9,0.0,1.92,1.92,0.0,1.95,1.95,0.0,1705.25,1763.71
E0,30/04/05,Liverpool,Middlesbrough,1,1,D,0,1,A,P Dowd,12,6,6,3,10,20,7,4,2,3,0,0,1.72,3.4,5.0,1.6,3.4,5.5,1.73,3.4,4.5,1.8,3.1,3.8,1.57,3.5,5.0,1.7,3.4,5.0,1.7,3.4,4.2,1.95,1.75,2.0,1.8,1.98,1.82,-0.75,2.1,1.74,-0.75,2.15,1.75,-0.75,1793.91,1747.62
E0,30/04/05,Man City,Portsmouth,2,0,H,2,0,H,A Marriner,13,7,7,3,14,6,7,5,0,1,0,0,1.72,3.4,5.0,1.8,3.2,4.3,1.8,3.3,4.25,1.7,3.2,4.2,1.73,3.2,4.33,1.83,3.25,4.33,1.8,3.3,3.75,2.0,1.71,2.15,1.66,1.8,1.86,-0.5,1.76,2.08,-0.5,1.825,2.075,-0.5,1746.31,1691.01
E0,30/04/05,Newcastle,Crystal Palace,0,0,D,0,0,D,A Wiley,16,7,9,3,16,15,5,2,1,1,0,0,1.83,3.3,4.33,1.8,3.2,4.3,1.85,3.3,4.0,1.9,3.1,3.5,1.73,3.5,3.75,1.83,3.4,4.2,1.8,3.4,3.6,1.85,1.85,1.85,1.95,1.85,1.81,-0.5,1.92,1.92,-0.5,1.95,1.95,-0.5,1738.36,1636.83
E0,30/04/05,Southampton,Norwich,4,3,H,3,3,D,G Poll,15,14,9,7,18,13,6,8,3,2,0,0,2.0,3.4,3.5,2.1,3.2,3.2,2.0,3.3,3.4,2.1,3.0,3.1,2.1,3.2,3.0,2.05,3.25,3.5,2.15,3.3,2.8,1.9,1.79,1.95,1.85,2.0,1.67,-0.5,1.98,1.86,-0.5,2.05,1.85,-0.5,1666.58,1680.67
E0,01/05/05,Charlton,Man United,0,4,A,0,2,A,D Gallagher,6,18,4,12,6,15,1,7,0,2,1,0,6.0,3.4,1.61,4.5,3.4,1.7,5.0,3.5,1.65,4.4,3.3,1.65,5.0,3.5,1.57,5.0,3.6,1.67,5.0,3.5,1.57,1.9,1.79,2.0,1.8,1.98,1.82,0.75,2.02,1.82,0.75,2.05,1.85,0.75,1722.01,1931.27
E0,01/05/05,Tottenham,Aston Villa,5,1,H,3,1,H,M Clattenburg,20,4,14,3,13,17,9,3,1,2,0,0,1.9,3.3,4.0,2.0,3.15,3.5,1.95,3.25,3.7,1.85,3.1,3.6,2.0,3.2,3.2,1.91,3.25,4.0,1.83,3.3,3.6,2.0,1.71,2.1,1.7,1.95,1.73,-0.5,2.0,1.84,-0.5,2.025,1.875,-0.5,1747.22,1761.82
E0,02/05/05,West Brom,Arsenal,0,2,A,0,0,D,N Barry,7,8,3,5,12,11,9,0,0,0,0,0,5.0,3.6,1.66,5.3,3.45,1.6,4.85,3.5,1.67,4.4,3.3,1.65,5.5,3.6,1.5,5.0,3.6,1.67,5.0,3.5,1.57,1.95,1.75,2.1,1.7,2.03,1.67,0.5,,,,1.925,1.975,0.75,1670.8,1990.44
E0,04/05/05,Fulham,Newcastle,1,3,A,0,1,A,G Poll,6,4,3,3,11,13,1,2,1,1,0,0,2.2,3.4,2.75,2.25,3.1,3.0,2.2,3.25,3.0,2.0,3.1,3.2,2.1,3.2,3.0,2.2,3.2,3.2,2.2,3.1,2.87,,,,,2.2,1.56,-0.5,1.786,1.98,-0.25,1.9,2.0,-0.25,1716.26,1731.83
E0,07/05/05,Aston Villa,Man City,1,2,A,0,2,A,R Beeby,15,10,8,4,8,18,6,2,1,1,0,0,2.37,3.25,2.87,2.2,3.2,3.0,2.25,3.2,3.0,2.2,3.1,2.8,2.2,3.2,2.8,2.3,3.2,3.0,2.2,3.3,2.7,2.0,1.71,2.05,1.65,1.95,1.85,-0.25,2.02,1.82,-0.25,2.0,1.9,-0.25,1752.33,1753.57
E0,07/05/05,Blackburn,Fulham,1,3,A,1,1,D,P Dowd,13,8,6,6,11,23,8,5,2,2,1,1,2.1,3.25,3.4,2.0,3.1,3.6,2.0,3.2,3.6,1.85,3.1,3.6,1.91,3.2,3.5,2.0,3.25,3.6,1.95,3.1,3.5,2.05,1.65,2.15,1.66,1.75,2.05,-0.25,1.86,1.98,-0.5,1.775,2.125,-0.25,1738.61,1700.78
E0,07/05/05,Chelsea,Charlton,1,0,H,0,0,D,M Riley,15,6,6,3,7,13,2,5,0,0,0,0,1.28,5.0,10.0,1.3,4.5,9.0,1.29,4.75,9.5,1.33,4.0,7.5,1.25,4.5,10.0,1.3,4.75,10.0,1.28,4.5,8.0,1.85,1.85,1.95,1.85,1.9,1.9,-1.25,1.7,2.18,1.28,1.925,1.975,-1.25,2004.05,1713.32
E0,07/05/05,Crystal Palace,Southampton,2,2,D,1,1,D,H Webb,14,7,6,3,16,18,5,2,3,1,1,1,2.2,3.4,3.0,2.2,3.2,3.0,2.2,3.2,3.1,2.2,3.0,2.9,2.2,3.25,2.75,2.2,3.25,3.1,2.1,3.1,3.1,1.85,1.85,1.9,1.9,1.85,1.95,-0.25,1.94,1.9,-0.25,1.95,1.95,-0.25,1643.36,1676.05
E0,07/05/05,Everton,Newcastle,2,0,H,1,0,H,B Knight,8,9,6,4,22,11,3,2,3,1,0,1,1.72,3.4,5.0,1.8,3.2,4.3,1.7,3.3,5.0,1.55,3.5,4.8,1.62,3.25,5.0,1.7,3.4,5.0,1.61,3.3,5.0,2.0,1.71,2.2,1.65,2.0,1.8,-0.75,2.04,1.8,-0.75,2.05,1.85,-0.75,1752.7,1747.31
E0,07/05/05,Man United,West Brom,1,1,D,1,0,H,M Halsey,27,2,14,0,10,13,12,0,1,0,0,0,1.3,5.0,9.0,1.3,4.5,9.0,1.3,4.75,9.0,1.3,4.2,8.0,1.25,5.0,8.0,1.29,5.0,9.5,1.3,4.5,7.5,1.71,2.0,1.8,2.0,,,,1.92,1.92,-1.5,2.025,1.875,-1.5,1939.96,1665.29
E0,07/05/05,Middlesbrough,Tottenham,1,0,H,1,0,H,D Gallagher,16,5,8,2,14,10,4,3,1,3,0,0,2.25,3.2,3.1,2.05,3.2,3.3,2.2,3.2,3.1,2.1,3.0,3.1,2.2,3.2,2.8,2.2,3.2,3.2,2.2,3.2,2.8,2.0,1.71,2.15,1.66,2.0,1.8,-0.25,1.98,1.86,-0.25,2.05,1.85,-0.25,1752.59,1756.71
E0,07/05/05,Norwich,Birmingham,1,0,H,1,0,H,S Bennett,8,22,4,9,20,10,1,7,1,5,0,1,1.9,3.5,3.75,1.85,3.4,3.7,1.85,3.4,3.9,1.7,3.3,4.0,1.91,3.2,3.5,1.83,3.5,4.0,1.8,3.5,3.5,1.9,1.79,1.95,1.85,1.85,1.82,-0.5,1.92,1.92,-0.5,1.875,2.025,-0.5,1671.2,1719.45
E0,07/05/05,Portsmouth,Bolton,1,1,D,0,1,A,M Messias,9,12,4,4,12,23,2,9,0,2,0,0,2.75,3.4,2.4,2.75,3.2,2.35,2.8,3.3,2.3,2.7,3.0,2.3,2.75,3.25,2.2,2.9,3.3,2.3,2.62,3.2,2.3,1.95,1.75,2.0,1.8,1.8,2.0,0.25,1.88,1.96,0.25,1.875,2.025,0.25,1683.75,1789.37
E0,08/05/05,Arsenal,Liverpool,3,1,H,2,0,H,G Poll,11,11,8,6,13,10,1,4,0,2,0,0,1.72,3.4,5.0,1.8,3.2,4.3,1.71,3.35,4.8,1.7,3.2,4.2,1.67,3.25,4.5,1.75,3.4,4.6,1.72,3.5,3.8,1.95,1.75,2.05,1.75,2.0,1.8,-0.75,2.08,1.76,-0.75,2.1,1.8,-0.75,1995.95,1788.94
E0,10/05/05,Man United,Chelsea,1,3,A,1,1,D,G Poll,15,7,9,6,11,14,7,0,2,3,0,0,2.2,3.25,3.2,2.4,3.2,2.7,2.4,3.2,2.7,2.3,2.8,2.9,2.25,3.2,2.75,2.3,3.2,3.0,2.1,3.2,3.0,2.0,1.71,2.2,1.65,1.95,1.85,-0.25,,,,2.05,1.85,-0.25,1930.05,2006.44
E0,11/05/05,Arsenal,Everton,7,0,H,3,0,H,A Wiley,19,7,12,3,9,12,4,2,2,0,0,0,1.61,3.6,5.5,1.55,3.45,6.0,1.55,3.45,6.0,1.45,3.8,5.4,1.5,3.4,6.0,1.57,3.6,6.0,1.44,3.75,6.0,1.9,1.79,2.0,1.8,1.8,2.0,-0.75,,,,1.875,2.025,-0.75,1999.6,1761.52
E0,15/05/05,Birmingham,Arsenal,2,1,H,0,0,D,D Gallagher,9,11,4,5,10,8,3,2,1,0,0,0,3.4,3.5,2.0,3.7,3.25,1.9,3.25,3.4,2.05,3.2,3.1,2.0,3.25,3.4,1.91,3.75,3.4,1.91,3.25,3.3,1.95,1.95,1.71,2.05,1.75,1.72,1.95,0.5,2.12,1.72,0.25,2.15,1.75,0.25,1708.8,2002.72
E0,15/05/05,Bolton,Everton,3,2,H,0,1,A,N Barry,16,10,9,5,12,17,5,6,2,1,1,0,1.9,3.4,4.0,2.0,3.25,3.4,1.95,3.3,3.65,1.9,3.1,3.5,2.0,3.2,3.2,1.85,3.4,4.0,1.9,3.3,3.3,1.95,1.71,2.05,1.75,1.95,1.73,-0.5,1.9,1.94,-0.5,1.95,1.95,-0.5,1789.17,1758.4
E0,15/05/05,Charlton,Crystal Palace,2,2,D,1,0,H,M Clattenburg,8,9,5,6,14,14,3,8,2,2,0,0,3.0,3.5,2.2,2.8,3.45,2.2,2.75,3.5,2.25,,,,2.6,3.4,2.25,2.88,3.6,2.2,2.6,3.4,2.25,1.85,1.79,1.9,1.9,1.54,2.25,0.5,2.04,1.8,0.25,1.75,2.15,0.5,1710.93,1640.97
E0,15/05/05,Fulham,Norwich,6,0,H,2,0,H,S Dunn,13,2,9,0,11,12,4,13,0,1,0,0,2.8,3.5,2.3,2.75,3.4,2.25,2.8,3.45,2.25,,,,2.75,3.2,2.25,2.88,3.6,2.2,2.6,3.4,2.25,1.85,1.79,1.85,1.95,1.9,1.9,0.25,1.94,1.9,0.25,1.95,1.95,0.25,1717.99,1681.85
E0,15/05/05,Liverpool,Aston Villa,2,1,H,2,0,H,B Knight,15,13,7,4,10,16,9,5,0,0,0,0,1.66,3.4,5.5,1.55,3.45,6.0,1.67,3.4,5.0,1.7,3.2,4.2,1.57,3.5,5.0,1.67,3.4,5.5,1.7,3.3,4.33,1.9,1.75,2.05,1.75,1.8,2.0,-0.75,1.82,2.02,-0.75,1.85,2.0,-0.75,1785.29,1736.37
E0,15/05/05,Man City,Middlesbrough,1,1,D,0,1,A,R Styles,10,4,5,3,12,15,10,3,2,4,0,0,2.1,3.1,3.6,2.1,3.2,3.2,2.05,3.2,3.5,1.9,3.1,3.5,2.0,3.0,3.4,2.0,3.2,3.75,1.95,3.1,3.5,2.0,1.65,2.1,1.7,2.05,1.67,-0.5,1.76,2.08,-0.25,1.8,2.1,-0.25,1769.53,1761.73
E0,15/05/05,Newcastle,Chelsea,1,1,D,1,1,D,H Webb,8,12,4,7,11,17,6,4,4,4,0,0,3.2,3.25,2.2,3.6,3.2,1.95,3.0,3.4,2.15,3.2,2.9,2.1,3.6,3.4,1.8,3.2,3.4,2.1,2.8,3.4,2.1,1.95,1.71,2.1,1.7,1.59,2.15,0.5,2.06,1.78,0.25,2.1,1.8,0.25,1738.49,2019.79
E0,15/05/05,Southampton,Man United,1,2,A,1,1,D,S Bennett,11,16,3,8,14,13,5,3,1,2,0,0,2.37,3.6,2.62,2.45,3.5,2.45,2.3,3.6,2.65,2.0,3.4,2.9,2.38,3.5,2.38,2.3,3.75,2.62,2.3,3.4,2.5,1.83,1.83,1.85,1.95,2.05,1.75,-0.25,1.86,1.98,0.0,2.1,1.8,-0.25,1678.44,1916.7
E0,15/05/05,Tottenham,Blackburn,0,0,D,0,0,D,A Wiley,11,12,7,8,10,14,5,7,2,2,0,0,1.57,3.5,6.5,1.65,3.4,5.0,1.57,3.5,6.0,1.4,3.9,6.0,1.4,3.75,7.0,1.57,3.6,6.0,1.5,3.6,5.5,1.85,1.79,1.85,1.95,1.8,2.0,-0.75,1.76,2.08,-0.75,1.85,2.05,-0.75,1747.57,1721.4
E0,15/05/05,West Brom,Portsmouth,2,0,H,0,0,D,M Riley,9,8,5,2,12,13,6,1,0,1,0,0,1.57,3.75,6.0,1.65,3.4,5.0,1.6,3.55,5.5,1.45,4.0,5.0,1.62,3.6,4.33,1.57,3.75,5.5,1.6,3.6,4.5,1.85,1.79,1.9,1.9,2.0,1.8,-1.0,2.0,1.84,-1.0,2.05,1.85,-1.0,1675.2,1683.95
