Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,B365AHH,B365AHA,B365AH,EloHome,EloAway
E2,16/08/03,Bournemouth,Barnsley,2,2,D,2,1,H,M Cowburn,20,10,12,6,25,12,4,2,1,0,0,0,2.1,3.25,3.0,2.2,3.2,2.9,2.2,3.0,2.6,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.87,2.2,3.2,2.8,,,,,,,,,1271.93,1325.87
E2,16/08/03,Brentford,Peterboro,0,3,A,0,1,A,T Parkes,9,8,5,5,10,15,9,8,0,3,0,0,2.2,3.25,2.8,2.1,3.2,3.05,2.1,3.0,2.8,2.2,3.25,2.75,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.3,2.87,,,,,,,,,1291.84,1342.41
E2,16/08/03,Chesterfield,Bristol City,1,1,D,1,1,D,G Cain,9,12,7,6,9,10,3,7,0,0,0,0,2.8,3.25,2.2,3.05,3.2,2.1,2.8,3.0,2.1,2.75,3.25,2.2,2.88,3.2,2.2,2.87,3.2,2.2,3.2,3.2,2.0,,,,,,,,,1254.59,1438.92
E2,16/08/03,Grimsby,Port Vale,1,2,A,1,0,H,P Prosser,13,14,4,13,16,18,10,4,2,1,1,0,1.8,3.25,4.0,1.8,3.3,3.9,1.8,3.1,3.4,1.667,3.4,4.333,1.73,3.25,4.33,1.72,3.25,4.33,1.8,3.3,3.75,,,,,,,,,1325.46,1306.97
E2,16/08/03,Hartlepool,Tranmere,0,0,D,0,0,D,L Mason,6,16,1,9,13,10,5,7,3,1,0,0,2.5,3.2,2.5,2.5,3.2,2.5,2.35,3.0,2.35,2.4,3.25,2.5,2.6,3.2,2.4,2.6,3.2,2.4,2.5,3.1,2.5,,,,,,,,,1340.97,1457.37
E2,16/08/03,Notts County,Wrexham,0,1,A,0,0,D,Carl Boyeson,20,10,9,4,16,17,9,7,1,1,0,0,2.2,3.25,2.8,2.2,3.2,2.9,2.2,3.0,2.6,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.62,,,,,,,,,1317.92,1358.97
E2,16/08/03,Rushden & D,Plymouth,2,1,H,0,0,D,Barry Knight,15,15,8,9,14,16,2,10,1,2,0,0,2.2,3.25,2.8,2.1,3.2,3.05,2.1,3.0,2.8,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,,,,,,,,,1352.07,1365.99
E2,16/08/03,Sheffield Weds,Oldham,2,2,D,1,1,D,Richard Beeby,10,10,5,6,12,12,5,6,4,3,1,1,1.5,3.5,6.0,1.51,3.5,6.0,1.45,3.5,5.0,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.5,6.0,1.44,3.6,6.5,,,,,,,,,1407.64,1423.17
E2,16/08/03,Stockport,Luton,1,2,A,0,1,A,P Joslin,6,9,4,3,11,12,7,7,1,1,0,0,2.375,3.2,2.625,2.35,3.2,2.65,2.3,3.0,2.4,2.2,3.25,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.25,3.2,2.75,,,,,,,,,1302.33,1379.94
E2,18/08/03,Brighton,QPR,2,1,H,1,1,D,M Warren,8,4,6,4,8,16,6,2,2,2,0,1,2.375,3.2,2.625,2.35,3.2,2.65,2.3,3.0,2.4,2.25,3.2,2.75,2.3,3.2,2.7,2.3,3.2,2.7,2.37,3.1,2.62,,,,,,,,,1419.55,1475.22
E2,23/08/03,Barnsley,Brighton,1,0,H,0,0,D,L Mason,11,13,4,9,15,16,2,6,4,1,1,0,2.5,3.2,2.5,2.5,3.25,2.5,2.35,3.0,2.35,2.5,3.25,2.4,2.6,3.2,2.4,2.6,3.2,2.4,2.4,3.4,2.4,,,,,,,,,1327.52,1430.46
E2,23/08/03,Bristol City,Hartlepool,1,1,D,0,0,D,A Hall,19,8,13,6,18,11,8,3,1,1,0,0,1.571,3.6,5.0,1.6,3.5,5.0,1.55,3.3,4.5,1.615,3.25,5.0,1.57,3.4,5.5,1.57,3.4,5.5,1.57,3.5,5.0,,,,,,,,,1435.94,1341.56
E2,23/08/03,Luton,Grimsby,1,2,A,0,1,A,G Cain,10,7,4,6,10,10,6,3,1,2,0,0,1.8,3.25,4.0,1.85,3.3,3.75,1.8,3.1,3.4,1.727,3.4,4.0,1.83,3.25,3.75,1.83,3.25,3.75,1.83,3.3,3.6,,,,,,,,,1393.24,1308.85
E2,23/08/03,Oldham,Blackpool,2,3,A,1,0,H,A Kaye,12,15,5,8,6,9,5,5,0,2,0,0,2.375,3.2,2.625,2.3,3.3,2.7,2.3,3.0,2.4,2.375,3.2,2.6,2.25,3.25,2.75,2.3,3.2,2.75,2.3,3.2,2.62,,,,,,,,,1426.15,1289.98
E2,23/08/03,Peterboro,Sheffield Weds,0,1,A,0,1,A,M Thorpe,14,7,6,4,15,14,8,3,2,2,1,0,2.625,3.2,2.375,2.65,3.25,2.35,2.4,3.0,2.3,2.75,3.2,2.25,2.7,3.2,2.3,2.7,3.2,2.3,2.62,3.2,2.3,,,,,,,,,1356.68,1404.66
E2,23/08/03,Plymouth,Stockport,3,1,H,3,1,H,E Ilderton,20,14,12,9,9,16,3,6,2,3,0,0,1.8,3.25,4.0,1.8,3.3,4.0,1.8,3.1,3.4,1.909,3.25,3.4,1.83,3.25,3.75,1.83,3.25,3.75,1.8,3.3,3.75,,,,,,,,,1356.53,1289.03
E2,23/08/03,Port Vale,Colchester,4,3,H,1,2,A,T Parkes,14,15,9,8,8,15,9,7,2,2,0,0,1.8,3.25,4.0,1.8,3.3,4.0,1.75,3.2,3.5,1.909,3.2,3.5,1.73,3.4,4.0,1.9,3.25,3.5,1.72,3.4,4.0,,,,,,,,,1323.58,1315.24
E2,23/08/03,QPR,Bournemouth,1,0,H,0,0,D,P Danson,11,6,5,2,16,10,6,3,1,2,0,0,1.533,3.5,5.5,1.5,3.6,6.0,1.5,3.4,4.7,1.444,3.6,6.5,1.53,3.4,6.0,1.53,3.4,6.0,1.44,3.6,6.5,,,,,,,,,1464.31,1270.28
E2,23/08/03,Swindon,Notts County,4,0,H,2,0,H,G Hegley,9,7,8,4,9,12,3,10,1,2,1,0,1.727,3.5,4.0,1.7,3.4,4.4,1.7,3.1,3.8,1.727,3.4,4.0,1.67,3.4,4.5,1.66,3.4,4.5,1.66,3.4,4.33,,,,,,,,,1346.28,1303.32
E2,23/08/03,Tranmere,Rushden & D,1,2,A,0,2,A,S Mathieson,22,6,12,4,12,16,14,4,2,3,0,0,1.8,3.25,4.0,1.75,3.35,4.2,1.7,3.1,3.8,1.8,3.2,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.72,3.4,4.0,,,,,,,,,1456.78,1361.53
E2,23/08/03,Wrexham,Brentford,1,0,H,1,0,H,T Leake,7,9,4,6,16,12,14,9,3,0,0,0,1.667,3.5,4.333,1.7,3.5,4.25,1.65,3.1,4.0,1.667,3.4,4.333,1.67,3.4,4.5,1.66,3.4,4.5,1.66,3.6,4.0,,,,,,,,,1373.57,1277.57
E2,23/08/03,Wycombe,Chesterfield,3,3,D,2,2,D,D Crick,7,11,4,7,16,14,4,2,1,2,0,0,1.909,3.25,3.5,1.9,3.25,3.6,1.9,3.0,3.1,1.833,3.2,3.75,1.91,3.25,3.5,1.9,3.25,3.5,2.0,3.1,3.3,,,,,,,,,1290.0,1257.57
E2,25/08/03,Blackpool,Barnsley,0,2,A,0,1,A,M Jones,11,17,3,13,11,12,7,8,1,1,0,0,2.1,3.25,3.0,2.1,3.25,3.15,2.0,3.0,2.9,1.833,3.4,3.5,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,,,,,,,,,1309.87,1340.13
E2,25/08/03,Bournemouth,Swindon,2,2,D,1,2,A,R Styles,13,11,7,5,14,21,5,6,1,3,0,0,2.4,3.2,2.6,2.4,3.25,2.65,2.2,3.0,2.6,2.5,3.25,2.4,2.25,3.25,2.75,2.3,3.2,2.7,2.3,3.2,2.62,,,,,,,,,1266.39,1353.91
E2,25/08/03,Brentford,Oldham,2,1,H,1,1,D,I Williamson,11,7,6,3,14,14,3,7,1,5,0,0,2.2,3.4,2.75,2.25,3.25,2.85,2.2,3.0,2.6,2.1,3.4,2.8,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.2,2.75,,,,,,,,,1271.46,1406.26
E2,25/08/03,Brighton,Luton,2,0,H,1,0,H,P Crossley,12,9,6,5,11,15,9,5,1,3,0,1,1.8,3.4,3.75,1.8,3.35,4.0,1.7,3.1,3.8,1.727,3.4,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.72,3.4,4.0,,,,,,,,,1417.85,1374.67
E2,25/08/03,Chesterfield,Plymouth,1,1,D,0,0,D,M Clattenburg,12,12,8,9,15,13,10,4,1,0,0,0,2.375,3.2,2.625,2.4,3.2,2.7,2.3,3.0,2.4,2.25,3.2,2.75,2.4,3.2,2.6,2.4,3.2,2.6,2.3,3.2,2.62,,,,,,,,,1262.12,1363.43
E2,25/08/03,Grimsby,Wycombe,3,1,H,1,0,H,C Webster,15,17,9,6,14,14,2,7,0,2,0,0,1.727,3.5,4.0,1.7,3.4,4.5,1.7,3.1,3.8,1.8,3.4,3.6,1.73,3.25,4.33,1.72,3.4,4.2,1.72,3.4,4.0,,,,,,,,,1327.42,1285.45
E2,25/08/03,Hartlepool,Port Vale,2,0,H,1,0,H,P Robinson,18,10,10,4,14,14,7,2,0,3,0,0,2.0,3.25,3.25,2.2,3.2,3.0,2.2,3.0,2.6,2.0,3.4,3.0,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.2,2.75,,,,,,,,,1347.9,1332.3
E2,25/08/03,Notts County,Peterboro,0,1,A,0,1,A,E Evans,12,11,7,9,9,15,5,3,1,3,1,0,2.3,3.2,2.7,2.3,3.25,2.75,2.3,3.0,2.4,2.2,3.25,2.75,2.38,3.2,2.63,2.37,3.2,2.62,2.3,3.2,2.62,,,,,,,,,1295.69,1342.32
E2,25/08/03,Rushden & D,QPR,3,3,D,1,2,A,L Mason,12,23,7,17,14,19,7,7,4,4,0,0,2.5,3.2,2.5,2.65,3.25,2.4,2.4,3.0,2.3,2.6,3.2,2.375,2.63,3.2,2.38,2.62,3.2,2.37,2.62,3.2,2.3,,,,,,,,,1380.4,1468.2
E2,25/08/03,Sheffield Weds,Wrexham,2,3,A,1,1,D,F Stretton,16,12,7,10,11,10,7,8,0,0,0,0,1.727,3.5,4.0,1.63,3.5,5.0,1.6,3.3,4.0,1.615,3.5,4.5,1.67,3.4,4.5,1.66,3.4,4.5,1.61,3.3,5.0,,,,,,,,,1419.02,1379.68
E2,25/08/03,Stockport,Tranmere,1,1,D,0,1,A,M Thorpe,10,7,8,4,19,14,7,3,3,0,1,0,2.625,3.2,2.375,2.7,3.2,2.38,2.4,3.0,2.3,2.6,3.2,2.375,2.75,3.25,2.25,2.75,3.25,2.25,2.62,3.1,2.37,,,,,,,,,1282.13,1437.91
E2,26/08/03,Colchester,Bristol City,2,1,H,0,0,D,M Cooper,17,11,6,7,18,17,3,0,3,6,0,0,2.8,3.25,2.2,2.9,3.25,2.2,2.6,3.0,2.2,2.75,3.2,2.25,2.8,3.25,2.2,2.8,3.25,2.2,2.8,3.2,2.2,,,,,,,,,1306.52,1429.6
E2,30/08/03,Barnsley,Notts County,1,1,D,0,0,D,R Pearson,10,9,4,6,13,9,3,6,0,1,0,0,1.533,3.5,5.5,1.55,3.5,5.5,1.5,3.4,4.7,1.533,3.75,5.0,1.5,3.5,6.0,1.5,3.5,6.0,1.53,3.4,5.5,,,,,,,,,1355.11,1281.28
E2,30/08/03,Bristol City,Grimsby,1,0,H,0,0,D,P Armstrong,18,3,16,1,15,16,12,4,2,1,0,0,1.8,3.25,4.0,1.8,3.3,3.9,1.8,3.1,3.4,1.8,3.25,3.75,1.83,3.25,3.75,1.83,3.3,3.75,1.8,3.3,3.75,,,,,,,,,1416.27,1335.08
E2,30/08/03,Luton,Hartlepool,3,2,H,3,1,H,B Curson,17,6,8,4,16,12,8,4,2,1,0,0,1.909,3.25,3.5,2.0,3.2,3.3,1.9,3.1,3.0,2.2,3.25,2.75,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,,,,,,,,,1367.05,1356.39
E2,30/08/03,Oldham,Rushden & D,3,2,H,1,1,D,M Cooper,16,8,9,6,13,9,12,5,2,1,0,1,2.75,3.25,2.25,2.75,3.25,2.25,2.6,3.0,2.2,2.5,3.25,2.4,2.62,3.2,2.38,2.7,3.2,2.3,2.75,3.2,2.25,,,,,,,,,1392.51,1379.96
E2,30/08/03,Peterboro,Stockport,1,2,A,0,1,A,Iain Williamson,8,11,6,5,12,11,6,1,2,1,0,0,1.8,3.25,4.0,1.85,3.3,3.7,1.9,3.1,3.0,1.8,3.4,3.6,1.8,3.4,3.75,1.8,3.4,3.75,1.9,3.25,3.4,,,,,,,,,1356.73,1284.12
E2,30/08/03,Plymouth,Brighton,3,3,D,1,2,A,M Fletcher,16,9,11,6,11,12,3,6,2,2,0,0,2.5,3.2,2.5,2.45,3.2,2.55,2.3,3.0,2.4,2.375,3.2,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.1,2.6,,,,,,,,,1363.38,1425.47
E2,30/08/03,Port Vale,Brentford,1,0,H,0,0,D,M Pike,20,5,7,2,5,10,7,4,0,0,0,0,1.727,3.5,4.0,1.7,3.4,4.3,1.7,3.2,3.7,1.615,3.5,4.5,1.73,3.25,4.33,1.7,3.4,4.2,1.66,3.4,4.33,,,,,,,,,1323.81,1285.21
E2,30/08/03,QPR,Chesterfield,3,0,H,1,0,H,K Hill,13,8,6,5,15,14,5,5,0,2,0,0,1.444,3.6,7.0,1.45,3.6,6.85,1.45,3.4,5.2,1.444,3.6,6.5,1.4,3.75,7.5,1.4,3.75,7.5,1.44,3.6,6.5,,,,,,,,,1468.64,1262.17
E2,30/08/03,Swindon,Blackpool,2,2,D,2,2,D,S Tomlin,11,13,8,6,19,13,10,3,2,2,0,0,1.833,3.25,3.75,1.85,3.3,3.7,1.85,3.1,3.2,1.727,3.4,4.0,1.91,3.25,3.5,1.9,3.25,3.5,1.83,3.3,3.6,,,,,,,,,1354.36,1294.89
E2,30/08/03,Tranmere,Colchester,1,1,D,1,1,D,E Evans,11,10,8,4,16,15,9,5,2,1,1,0,1.727,3.25,4.333,1.65,3.5,4.5,1.6,3.2,4.2,1.571,3.5,5.0,1.57,3.6,5.0,1.57,3.6,5.0,1.61,3.5,4.5,,,,,,,,,1435.92,1319.85
E2,30/08/03,Wrexham,Bournemouth,0,1,A,0,1,A,Tony Bates,8,7,3,4,12,13,8,9,0,1,0,0,1.727,3.25,4.333,1.7,3.4,4.3,1.7,3.2,3.7,1.571,3.5,5.0,1.67,3.4,4.5,1.66,3.4,4.5,1.72,3.4,4.0,,,,,,,,,1396.94,1265.94
E2,01/09/03,Wycombe,Sheffield Weds,1,2,A,1,2,A,D Gallagher,17,12,14,6,11,10,7,7,2,2,0,1,2.7,3.2,2.3,2.75,3.25,2.25,2.6,3.0,2.2,2.75,3.25,2.2,2.75,3.25,2.25,2.75,3.25,2.25,2.75,3.2,2.25,1.71,2.0,,,,,,,1277.79,1401.76
E2,06/09/03,Bournemouth,Bristol City,0,0,D,0,0,D,T Parkes,13,9,7,3,13,13,5,7,1,1,0,0,2.625,3.2,2.375,2.65,3.25,2.4,2.4,3.0,2.3,2.6,3.2,2.375,2.62,3.2,2.38,2.62,3.2,2.37,2.5,3.1,2.5,1.85,1.85,,,,,,,1285.71,1422.78
E2,06/09/03,Brentford,Plymouth,1,3,A,1,1,D,S Tomlin,11,14,7,9,12,14,12,9,1,1,1,0,2.5,3.2,2.5,2.4,3.25,2.65,2.3,3.0,2.4,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62,2.05,1.65,,,,,,,1277.45,1362.02
E2,06/09/03,Brighton,Swindon,2,2,D,1,1,D,M Thorpe,9,15,5,10,17,13,3,12,2,1,0,0,1.727,3.25,4.333,1.73,3.3,4.5,1.7,3.1,3.8,1.727,3.4,4.0,1.73,3.25,4.33,1.72,3.25,4.33,1.72,3.25,4.2,1.79,1.9,,,,,,,1426.83,1348.99
E2,06/09/03,Chesterfield,Barnsley,0,2,A,0,1,A,P Taylor,13,9,6,7,13,21,4,4,3,2,0,1,2.5,3.2,2.5,2.65,3.25,2.4,2.35,3.0,2.35,2.6,3.2,2.375,2.62,3.2,2.38,2.62,3.2,2.37,2.5,3.1,2.5,2.05,1.65,,,,,,,1258.51,1349.33
E2,06/09/03,Colchester,QPR,2,2,D,1,0,H,P Armstrong,15,13,7,5,14,17,3,7,2,2,0,0,2.8,3.25,2.2,2.9,3.25,2.25,2.6,3.0,2.2,3.0,3.2,2.1,3.0,3.25,2.1,3.0,3.25,2.1,2.75,3.2,2.25,1.85,1.85,,,,,,,1326.76,1472.3
E2,06/09/03,Grimsby,Peterboro,1,1,D,0,1,A,P Danson,9,8,2,4,8,13,6,7,1,1,0,0,1.727,3.5,4.0,1.8,3.3,4.1,1.75,3.1,3.6,1.727,3.4,4.0,1.73,3.25,4.33,1.72,3.4,4.2,1.72,3.25,4.2,1.85,1.85,,,,,,,1328.57,1338.48
E2,06/09/03,Hartlepool,Oldham,0,0,D,0,0,D,A Penn,11,13,3,7,9,13,3,4,2,1,0,0,1.8,3.4,3.75,1.72,3.45,4.35,1.75,3.1,3.6,1.667,3.25,4.5,1.8,3.25,4.0,1.8,3.25,4.0,1.72,3.4,4.0,1.71,2.0,,,,,,,1347.74,1401.1
E2,06/09/03,Notts County,Luton,1,1,D,0,1,A,C Webster,11,8,4,4,10,18,6,4,3,3,0,1,2.7,3.2,2.3,2.75,3.25,2.35,2.4,3.0,2.3,2.5,3.25,2.4,2.75,3.2,2.25,2.7,3.2,2.3,2.62,3.2,2.3,2.0,1.71,,,,,,,1287.06,1375.7
E2,06/09/03,Rushden & D,Wycombe,2,0,H,1,0,H,P Crossley,20,8,13,4,14,9,5,7,1,2,0,2,1.8,3.25,4.0,1.8,3.35,4.1,1.75,3.1,3.6,1.727,3.4,4.0,1.73,3.25,4.33,1.75,3.25,4.2,1.72,3.4,4.0,1.65,2.05,,,,,,,1371.37,1266.15
E2,06/09/03,Sheffield Weds,Tranmere,2,0,H,0,0,D,P Joslin,9,11,4,4,16,19,4,3,2,1,0,0,1.8,3.25,4.0,1.8,3.35,4.1,1.8,3.0,3.5,1.727,3.4,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.3,3.75,1.71,2.0,,,,,,,1413.4,1429.01
E2,06/09/03,Stockport,Port Vale,2,2,D,2,0,H,M Warren,7,10,4,3,16,8,7,6,0,3,1,0,2.4,3.2,2.6,2.5,3.25,2.55,2.3,3.0,2.4,2.25,3.2,2.75,2.5,3.2,2.5,2.5,3.2,2.5,2.25,3.2,2.75,1.79,1.9,,,,,,,1302.37,1331.57
E2,12/09/03,Hartlepool,Grimsby,8,1,H,4,0,H,S Mathieson,15,14,11,8,16,14,3,3,3,2,0,0,2.2,3.25,2.8,2.2,3.25,2.95,2.2,3.0,2.6,1.909,3.25,3.4,2.25,3.25,2.75,2.25,3.25,2.75,2.3,3.2,2.62,,,,,,,,,1346.07,1325.4
E2,13/09/03,Blackpool,Bournemouth,1,2,A,1,0,H,G Cain,12,13,10,7,7,9,4,2,0,3,0,0,1.9,3.25,3.5,2.0,3.25,3.45,1.9,3.1,3.0,1.909,3.2,3.5,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.2,1.75,1.95,,,,,,,1300.26,1287.04
E2,13/09/03,Chesterfield,Notts County,0,1,A,0,0,D,J Ross,9,5,4,2,14,16,7,9,2,1,0,0,1.9,3.25,3.5,1.9,3.4,3.6,1.9,3.1,3.0,2.1,3.2,3.0,1.91,3.25,3.5,1.9,3.25,3.5,1.9,3.3,3.3,1.95,1.75,,,,,,,1245.68,1286.65
E2,13/09/03,Colchester,Brighton,1,0,H,0,0,D,M Messias,7,13,4,5,17,16,5,4,2,2,0,0,2.62,3.2,2.37,2.7,3.2,2.4,2.4,3.0,2.3,2.75,3.2,2.25,2.75,3.25,2.25,2.75,3.25,2.25,2.5,3.25,2.4,1.79,1.9,,,,,,,1328.39,1420.94
E2,13/09/03,Oldham,Bristol City,1,1,D,0,1,A,C Webster,8,6,3,3,9,7,9,3,4,1,0,0,2.8,3.25,2.2,2.8,3.25,2.3,2.4,3.0,2.3,2.75,3.2,2.25,2.88,3.25,2.2,2.8,3.25,2.2,2.62,3.2,2.3,1.85,1.85,,,,,,,1402.77,1421.45
E2,13/09/03,Plymouth,Luton,2,1,H,0,0,D,A Bates,17,6,12,3,7,19,5,4,1,2,0,0,2.0,3.25,3.25,2.05,3.3,3.25,2.0,3.0,2.9,1.909,3.25,3.4,2.1,3.25,3.0,2.1,3.25,3.0,2.0,3.2,3.2,1.79,1.9,,,,,,,1375.07,1376.11
E2,13/09/03,Port Vale,Barnsley,3,1,H,1,1,D,M Fletcher,17,14,13,9,15,13,6,2,3,1,0,0,2.2,3.25,2.8,2.15,3.3,3.0,2.1,3.0,2.8,2.25,3.2,2.75,2.2,3.2,2.88,2.2,3.2,2.87,2.1,3.3,2.87,1.95,1.75,,,,,,,1334.08,1362.16
E2,13/09/03,QPR,Wycombe,0,0,D,0,0,D,M Jones,22,5,10,2,14,14,9,1,2,2,0,0,1.44,3.75,6.5,1.45,3.8,6.8,1.45,3.5,5.0,1.5,3.4,6.0,1.44,3.75,6.5,1.44,3.75,6.5,1.44,3.6,6.5,1.65,2.05,,,,,,,1470.67,1260.28
E2,13/09/03,Rushden & D,Brentford,0,1,A,0,1,A,M Warren,24,7,11,6,13,9,12,2,1,2,0,0,1.61,3.4,5.0,1.6,3.5,5.25,1.55,3.3,4.5,1.533,3.5,5.5,1.62,3.4,5.0,1.61,3.4,5.0,1.57,3.5,5.0,1.79,1.9,,,,,,,1377.24,1264.4
E2,13/09/03,Sheffield Weds,Stockport,2,2,D,2,0,H,B Curson,9,6,8,3,12,10,7,7,2,3,0,0,1.5,3.5,6.0,1.5,3.65,6.25,1.5,3.4,4.7,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.5,6.0,1.5,3.6,5.5,1.65,2.05,,,,,,,1422.92,1299.86
