Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,EloHome,EloAway
P1,31/08/08,Academica,Rio Ave,1,0,H,1,0,H,1.91,3.2,3.75,1.85,3.2,4.0,1.9,3.2,3.75,2.0,3.1,3.2,1.91,3.2,3.5,1.85,3.2,4.0,,,,1.83,3.2,4.2,1.9,3.1,3.75,1.91,3.1,3.75,31,2.02,1.92,3.3,3.19,4.2,3.76,23,2.5,2.32,1.62,1.55,11,-0.5,2.04,2.0,1.93,1.88,1432.65,1404.94
P1,31/08/08,Nacional,Naval,2,1,H,0,0,D,1.8,3.3,4.0,1.7,3.3,4.8,1.85,3.25,4.0,1.85,3.1,3.6,1.83,3.0,4.0,1.75,3.25,4.5,,,,1.8,3.2,4.33,1.85,3.2,4.0,1.8,3.2,4.0,31,1.85,1.81,3.4,3.24,4.8,4.18,22,2.6,2.35,1.6,1.54,11,-0.5,1.9,1.84,2.09,2.04,1463.1,1426.06
P1,31/08/08,Setubal,Est Amadora,1,0,H,1,0,H,1.85,3.3,4.5,1.85,3.2,4.0,1.8,3.25,4.2,1.8,3.1,3.8,1.67,3.25,4.5,1.75,3.25,4.5,,,,1.73,3.2,5.0,1.75,3.3,4.35,1.73,3.25,4.33,31,1.88,1.79,3.4,3.26,5.0,4.27,22,2.42,2.29,1.6,1.56,10,-0.5,1.89,1.87,2.04,2.02,1489.47,1455.7
P1,31/08/08,Trofense,Leixoes,1,2,A,0,1,A,2.2,3.1,3.1,2.15,3.0,3.3,2.2,3.1,3.1,2.3,3.0,2.7,2.2,3.0,3.0,2.3,3.0,3.0,,,,2.3,3.0,3.0,2.2,3.1,3.0,2.2,3.1,3.0,31,2.3,2.21,3.25,3.08,3.4,3.1,24,2.5,2.37,1.62,1.53,11,-0.25,2.03,1.99,1.94,1.9,1397.18,1374.41
P1,01/09/08,Maritimo,Guimaraes,0,1,A,0,1,A,2.45,3.1,3.0,2.3,3.0,3.0,2.3,3.0,3.0,2.3,3.0,2.7,2.2,3.0,3.0,2.3,3.0,3.0,2.3,3.0,2.8,2.25,3.0,3.2,2.35,3.0,2.75,2.3,3.1,2.8,31,2.45,2.34,3.2,3.07,3.2,2.89,23,2.43,2.33,1.6,1.55,11,0.0,1.8,1.74,2.2,2.11,1486.65,1533.68
P1,01/09/08,Sp Braga,Sp Lisbon,0,1,A,0,1,A,3.25,3.25,2.2,3.45,3.2,2.0,3.1,3.1,2.2,3.1,3.0,2.1,2.8,3.1,2.25,3.0,3.0,2.3,3.1,3.0,2.15,3.4,3.0,2.2,3.0,3.0,2.25,3.0,3.1,2.2,33,3.45,3.1,3.25,3.1,2.33,2.2,24,2.35,2.25,1.63,1.58,11,0.25,1.94,1.92,2.03,1.97,1537.8,1661.24
P1,20/09/08,Sp Lisbon,Belenenses,2,0,H,1,0,H,1.33,4.2,9.0,1.25,4.6,12.0,1.33,4.2,9.0,1.3,4.2,8.0,1.33,4.0,8.0,1.35,4.2,8.0,1.29,4.5,8.0,1.33,4.33,9.0,1.33,4.5,7.5,1.33,4.0,9.0,36,1.37,1.32,4.86,4.33,12.0,8.87,28,2.07,1.94,1.88,1.8,15,-1.5,2.18,2.1,1.78,1.73,1672.9,1541.72
P1,21/09/08,Academica,Setubal,1,0,H,0,0,D,2.3,3.1,3.0,2.35,2.85,3.1,2.3,3.1,2.9,2.45,2.9,2.65,2.25,3.1,2.8,2.4,3.0,2.85,2.25,3.0,2.9,2.38,3.0,3.0,2.3,3.1,2.8,2.3,3.1,2.8,32,2.45,2.31,3.2,3.04,3.1,2.94,25,2.55,2.34,1.6,1.54,13,-0.25,2.09,2.06,1.84,1.82,1440.75,1497.38
P1,21/09/08,Est Amadora,Maritimo,0,0,D,0,0,D,2.4,3.1,2.88,2.25,3.1,3.0,2.3,3.2,2.9,2.4,2.9,2.7,2.3,3.2,2.62,2.4,3.0,2.85,2.3,3.0,2.8,2.3,3.0,3.0,2.3,3.1,2.9,2.3,3.1,2.8,34,2.4,2.3,3.2,3.08,3.15,2.93,27,2.49,2.33,1.62,1.55,15,0.0,1.74,1.67,2.2,2.14,1447.79,1472.26
P1,21/09/08,Leixoes,Sp Braga,2,0,H,1,0,H,3.5,3.25,2.0,3.9,3.3,1.85,3.5,3.2,2.0,3.1,3.0,2.1,3.0,3.2,2.1,3.4,3.1,2.05,3.2,3.0,2.1,3.4,3.0,2.2,3.25,3.1,2.1,3.2,3.1,2.1,36,3.9,3.39,3.3,3.14,2.2,2.05,29,2.35,2.21,1.68,1.6,14,0.0,2.6,2.42,1.57,1.51,1391.15,1526.14
P1,21/09/08,Naval,Trofense,3,1,H,2,1,H,1.91,3.25,3.75,1.9,3.2,3.8,1.91,3.2,3.75,1.8,3.1,3.8,1.8,3.1,4.0,1.9,3.2,3.8,2.0,3.0,3.5,1.8,3.2,4.33,1.9,3.1,3.75,1.8,3.25,4.0,34,2.08,1.92,3.25,3.17,4.33,3.76,28,2.44,2.31,1.58,1.55,14,-0.5,2.12,2.06,1.85,1.83,1418.25,1380.44
P1,21/09/08,Rio Ave,Porto,0,0,D,0,0,D,5.75,3.75,1.53,8.2,3.75,1.4,7.0,3.75,1.45,4.8,3.5,1.55,6.5,3.6,1.44,6.75,3.75,1.45,6.5,3.6,1.44,6.5,3.5,1.53,6.5,3.5,1.5,6.0,3.4,1.53,34,8.2,6.52,3.85,3.62,1.55,1.49,28,2.19,2.06,1.81,1.7,14,1.0,1.9,1.86,2.06,1.97,1396.84,1766.99
P1,22/09/08,Guimaraes,Nacional,0,2,A,0,1,A,1.83,3.3,4.0,1.7,3.3,4.8,1.9,3.25,3.75,1.8,3.1,3.8,1.8,3.1,4.0,1.9,3.2,3.8,1.83,3.2,3.8,1.91,3.2,4.0,1.85,3.25,4.0,1.91,3.2,3.6,34,1.94,1.85,3.3,3.22,4.8,3.99,28,2.43,2.24,1.65,1.59,14,-0.5,2.0,1.93,1.98,1.95,1548.07,1470.91
P1,22/09/08,Pacos Ferreira,Benfica,3,4,A,1,3,A,5.25,3.5,1.62,5.5,3.4,1.6,4.75,3.3,1.7,4.4,3.3,1.65,4.5,3.3,1.67,4.75,3.3,1.7,5.0,3.5,1.57,5.0,3.4,1.67,4.5,3.3,1.7,4.5,3.4,1.67,35,5.5,4.85,3.55,3.38,1.75,1.66,29,2.2,2.07,1.78,1.69,14,0.75,1.95,1.92,1.99,1.96,1408.92,1641.21
P1,26/09/08,Porto,Pacos Ferreira,2,0,H,1,0,H,1.17,6.5,23.0,1.2,5.4,12.0,1.22,5.25,11.0,1.2,5.0,10.0,1.17,5.5,12.0,1.2,5.5,12.0,1.17,5.5,12.0,1.2,5.5,13.0,1.2,5.5,11.0,1.17,5.5,13.0,41,1.22,1.19,6.67,5.62,23.0,13.3,34,1.83,1.74,2.2,2.01,19,-1.75,1.83,1.8,2.14,2.08,1758.85,1400.96
P1,27/09/08,Benfica,Sp Lisbon,2,0,H,0,0,D,2.3,3.1,3.3,2.15,3.2,3.1,2.3,3.1,3.0,2.3,3.0,2.9,2.25,3.0,2.9,2.15,3.05,3.25,2.2,3.0,3.0,2.25,3.0,3.25,2.25,3.1,2.9,2.2,3.0,3.1,38,2.35,2.23,3.2,3.1,3.54,3.04,32,2.35,2.23,1.65,1.58,15,0.0,1.66,1.61,2.38,2.25,1649.17,1678.13
P1,27/09/08,Setubal,Rio Ave,1,0,H,0,0,D,1.73,3.4,4.5,1.75,3.3,4.4,1.8,3.25,4.25,1.8,3.1,3.8,1.67,3.25,4.5,1.7,3.3,4.75,1.75,3.2,4.2,1.73,3.2,5.0,1.75,3.3,4.35,1.67,3.2,5.0,39,1.87,1.75,3.45,3.28,5.0,4.46,33,2.4,2.28,1.62,1.56,16,-0.5,1.88,1.84,2.08,2.04,1486.43,1404.98
P1,27/09/08,Sp Braga,Naval,1,1,D,1,0,H,1.53,3.6,6.0,1.5,3.55,6.5,1.55,3.5,6.0,1.6,3.4,4.6,1.62,3.25,5.0,1.5,3.6,6.25,1.57,3.4,5.2,1.57,3.5,6.0,1.55,3.5,5.5,1.53,3.4,6.0,36,1.62,1.55,3.69,3.5,7.55,5.81,30,2.27,2.12,1.7,1.65,15,-0.75,1.8,1.74,2.22,2.15,1512.39,1426.04
P1,28/09/08,Maritimo,Academica,2,0,H,1,0,H,2.0,3.2,3.5,1.95,3.1,3.75,2.0,3.1,3.6,2.0,3.1,3.2,1.8,3.1,4.0,2.0,3.1,3.6,1.9,3.15,3.6,2.0,3.0,3.75,1.9,3.2,3.6,1.83,3.1,4.0,37,2.1,1.97,3.3,3.16,4.0,3.63,31,2.5,2.31,1.62,1.55,15,-0.5,2.1,2.08,1.84,1.81,1474.94,1451.7
P1,28/09/08,Nacional,Est Amadora,1,2,A,0,1,A,1.75,3.3,4.5,1.7,3.3,4.8,1.75,3.25,4.5,1.75,3.2,4.0,1.67,3.25,4.5,1.7,3.3,4.75,1.7,3.3,4.25,1.8,3.2,4.5,1.75,3.3,4.35,1.8,3.1,4.2,37,1.87,1.76,3.55,3.27,5.5,4.44,31,2.33,2.24,1.65,1.58,15,-0.5,1.87,1.83,2.08,2.04,1489.28,1445.11
P1,28/09/08,Trofense,Guimaraes,1,3,A,0,2,A,3.25,3.2,2.1,2.85,3.2,2.3,3.25,3.1,2.15,3.1,3.0,2.1,3.2,3.0,2.1,3.4,3.0,2.1,2.9,3.0,2.25,3.4,3.0,2.1,3.4,3.1,2.0,3.2,3.1,2.1,37,3.72,3.23,3.25,3.13,2.3,2.12,31,2.38,2.28,1.65,1.57,14,0.25,2.03,1.98,1.92,1.89,1372.65,1529.7
P1,29/09/08,Belenenses,Leixoes,0,1,A,0,0,D,2.0,3.3,3.4,1.9,3.2,3.8,1.9,3.25,3.8,1.85,3.1,3.6,1.83,3.0,4.0,1.8,3.2,4.2,2.0,3.1,3.35,1.91,3.2,4.0,1.85,3.2,3.75,1.91,3.1,3.75,35,2.05,1.91,3.3,3.2,4.2,3.73,27,2.33,2.24,1.63,1.58,13,-0.5,2.05,2.02,1.89,1.85,1536.49,1404.9
P1,04/10/08,Naval,Belenenses,1,1,D,0,0,D,2.1,3.1,3.4,2.1,3.1,3.3,2.2,3.1,3.1,2.1,3.0,3.1,2.1,3.1,3.1,2.1,3.0,3.4,2.0,3.1,3.35,2.2,2.88,3.4,2.2,3.1,3.0,2.1,3.1,3.2,36,2.25,2.13,3.25,3.08,3.4,3.24,29,2.4,2.31,1.63,1.55,13,0.0,1.7,1.6,2.37,2.27,1432.17,1516.71
P1,05/10/08,Academica,Nacional,1,1,D,0,1,A,2.38,3.1,2.88,2.35,3.0,2.95,2.35,3.0,2.9,2.3,3.0,2.7,2.25,3.1,2.8,2.4,3.0,2.85,2.4,3.0,2.7,2.3,3.0,3.0,2.4,3.1,2.75,2.25,3.1,2.88,36,2.45,2.36,3.2,3.08,3.0,2.84,29,2.5,2.34,1.62,1.54,14,0.0,1.86,1.78,2.2,2.07,1443.46,1471.87
P1,05/10/08,Est Amadora,Trofense,1,0,H,0,0,D,1.7,3.4,4.75,1.65,3.4,5.0,1.75,3.2,4.5,1.65,3.3,4.4,1.73,3.2,4.33,1.7,3.3,4.75,1.75,3.25,4.0,1.8,3.2,4.5,1.7,3.4,4.5,1.73,3.25,4.33,36,1.8,1.73,3.45,3.33,5.0,4.55,30,2.3,2.15,1.7,1.63,14,-0.5,1.82,1.79,2.12,2.09,1462.52,1362.18
P1,05/10/08,Rio Ave,Pacos Ferreira,3,2,H,1,0,H,2.1,3.1,3.4,2.0,3.1,3.55,2.1,3.0,3.4,2.0,3.0,3.3,2.1,3.1,3.1,2.05,3.05,3.5,2.1,3.0,3.2,2.1,3.0,3.5,2.1,3.0,3.4,2.1,3.1,3.2,38,2.2,2.07,3.25,3.09,3.7,3.39,31,2.45,2.3,1.65,1.56,14,-0.25,1.89,1.87,2.04,2.02,1398.47,1399.29
P1,05/10/08,Sp Lisbon,Porto,1,2,A,1,2,A,2.5,3.1,2.7,2.25,3.2,2.9,2.5,3.0,2.7,2.5,3.0,2.7,2.38,3.0,2.7,2.45,3.05,2.75,2.4,2.9,2.75,2.63,3.0,2.75,2.4,3.0,2.75,2.5,3.0,2.62,36,2.63,2.45,3.2,3.05,2.95,2.74,30,2.5,2.31,1.61,1.55,13,0.0,1.83,1.8,2.14,2.04,1668.15,1760.52
P1,06/10/08,Guimaraes,Sp Braga,0,0,D,0,0,D,2.1,3.1,3.4,2.15,3.1,3.2,2.2,3.1,3.1,2.0,3.0,3.3,2.1,3.0,3.2,2.2,3.0,3.2,2.2,3.0,3.0,2.1,2.88,3.6,2.1,3.1,3.3,2.2,3.1,3.0,36,2.25,2.14,3.25,3.07,3.6,3.24,27,2.55,2.34,1.56,1.53,11,0.0,1.68,1.58,2.5,2.34,1540.17,1506.26
P1,06/10/08,Leixoes,Benfica,1,1,D,0,1,A,4.5,3.4,1.73,5.3,3.45,1.6,4.5,3.2,1.75,4.0,3.2,1.75,5.0,3.25,1.62,4.75,3.3,1.7,4.33,3.2,1.73,4.33,3.25,1.8,4.35,3.3,1.75,4.5,3.4,1.67,36,5.3,4.56,3.45,3.32,1.8,1.72,27,2.4,2.18,1.67,1.62,12,0.0,3.55,3.34,1.3,1.28,1424.68,1659.15
P1,07/10/08,Setubal,Maritimo,0,2,A,0,0,D,2.1,3.25,3.5,1.9,3.2,3.8,2.05,3.2,3.5,2.0,3.0,3.3,1.91,3.2,3.5,2.0,3.1,3.6,2.1,3.0,3.2,2.0,3.0,3.75,2.0,3.1,3.4,2.1,3.1,3.2,38,2.21,2.03,3.25,3.15,3.8,3.46,32,2.51,2.32,1.6,1.55,20,-0.5,2.21,2.14,1.76,1.73,1492.94,1483.18
P1,24/10/08,Trofense,Academica,0,0,D,0,0,D,2.62,3.2,2.7,2.5,3.1,2.65,2.6,3.0,2.6,2.5,3.0,2.5,2.6,3.1,2.38,2.6,3.0,2.6,2.45,3.0,2.6,2.63,2.88,2.75,2.6,3.0,2.6,2.5,3.0,2.62,33,2.78,2.57,3.2,3.07,2.81,2.65,28,2.5,2.34,1.63,1.55,15,0.0,1.96,1.89,1.97,1.91,1356.18,1440.92
P1,25/10/08,Belenenses,Guimaraes,1,1,D,0,1,A,2.5,3.1,2.9,2.4,3.0,2.85,2.5,3.0,2.7,2.3,3.0,2.7,2.38,3.1,2.62,2.45,2.95,2.8,2.45,3.0,2.6,2.5,2.88,2.8,2.4,3.1,2.7,2.3,3.1,2.8,33,2.64,2.43,3.2,3.06,3.0,2.77,25,2.5,2.34,1.61,1.54,11,0.0,1.85,1.81,2.09,2.03,1517.27,1535.58
P1,25/10/08,Porto,Leixoes,2,3,A,1,2,A,1.25,5.5,13.0,1.2,5.0,15.0,1.25,5.0,10.0,1.22,4.8,9.5,1.22,5.0,9.0,1.25,5.0,10.0,1.22,4.8,10.0,1.29,4.5,11.0,1.28,4.5,9.0,1.22,5.0,11.0,37,1.29,1.24,5.68,5.04,17.8,11.32,28,1.95,1.82,2.0,1.91,12,-1.5,1.83,1.8,2.12,2.09,1773.29,1429.29
P1,26/10/08,Benfica,Naval,2,1,H,0,0,D,1.25,4.75,12.0,1.25,4.6,12.0,1.28,4.75,9.0,1.25,4.5,9.0,1.25,4.5,10.0,1.25,5.0,10.0,1.29,4.5,8.0,1.29,4.5,10.0,1.28,4.5,9.0,1.25,5.0,9.0,35,1.3,1.26,5.42,4.79,13.45,10.25,27,1.96,1.87,2.01,1.86,11,-1.5,1.99,1.96,1.95,1.93,1654.54,1431.61
P1,26/10/08,Maritimo,Rio Ave,1,1,D,0,0,D,1.73,3.4,4.5,1.75,3.3,4.4,1.8,3.25,4.2,1.7,3.2,4.2,1.73,3.2,4.33,1.7,3.3,4.75,1.8,3.2,3.9,1.8,3.2,4.33,1.8,3.2,4.0,1.73,3.1,4.75,37,1.9,1.79,3.4,3.26,4.89,4.27,28,2.5,2.34,1.6,1.53,13,-0.5,1.92,1.89,2.04,2.0,1499.5,1407.5
P1,26/10/08,Nacional,Setubal,1,0,H,0,0,D,1.83,3.4,4.0,1.9,3.25,3.7,1.9,3.3,3.7,1.9,3.1,3.5,1.91,3.2,3.5,1.95,3.1,3.75,1.85,3.2,3.7,1.91,3.0,4.2,1.8,3.2,4.0,2.0,3.1,3.4,37,2.0,1.88,3.4,3.21,4.8,3.9,27,2.5,2.33,1.62,1.55,13,-0.5,1.92,1.88,2.05,2.0,1474.41,1476.62
P1,26/10/08,Pacos Ferreira,Sp Lisbon,0,0,D,0,0,D,5.25,3.6,1.67,5.5,3.4,1.6,4.75,3.4,1.67,4.6,3.4,1.6,5.0,3.5,1.57,5.5,3.4,1.6,4.8,3.4,1.6,5.0,3.4,1.67,4.5,3.5,1.65,4.75,3.3,1.67,37,6.0,5.08,3.77,3.43,1.75,1.64,27,2.21,2.04,1.8,1.71,12,0.75,2.06,1.99,1.92,1.89,1390.26,1655.38
P1,27/10/08,Sp Braga,Est Amadora,5,0,H,2,0,H,1.73,3.4,4.5,1.65,3.45,4.8,1.73,3.3,4.5,1.75,3.2,4.0,1.8,3.25,3.75,1.7,3.3,4.75,1.73,3.3,4.2,1.73,3.25,4.75,1.7,3.4,4.35,1.67,3.3,4.75,34,1.8,1.72,3.45,3.31,4.9,4.54,24,2.45,2.3,1.65,1.55,12,-0.5,1.79,1.76,2.17,2.13,1510.85,1468.52
P1,31/10/08,Setubal,Trofense,0,2,A,0,1,A,1.7,3.4,5.5,1.55,3.6,5.5,1.65,3.4,5.0,1.6,3.4,4.6,1.62,3.3,5.0,1.6,3.4,5.5,1.7,3.3,4.2,1.62,3.4,5.5,1.65,3.25,5.0,1.57,3.4,5.5,40,1.7,1.64,3.74,3.41,6.69,5.23,33,2.45,2.29,1.66,1.57,19,-0.75,1.92,1.87,2.06,1.99,1467.55,1355.63
P1,01/11/08,Naval,Porto,1,0,H,0,0,D,5.5,3.4,1.7,6.0,3.45,1.55,5.0,3.4,1.65,4.4,3.3,1.65,5.5,3.4,1.53,5.0,3.4,1.65,5.0,3.3,1.62,5.0,3.4,1.67,4.5,3.3,1.7,5.0,3.4,1.62,37,6.0,5.18,3.75,3.42,1.7,1.63,27,2.19,2.08,1.72,1.68,13,0.75,1.98,1.95,1.94,1.93,1428.24,1750.09
P1,01/11/08,Rio Ave,Sp Lisbon,0,1,A,0,1,A,5.5,3.4,1.7,5.5,3.4,1.6,4.6,3.4,1.7,4.0,3.2,1.75,5.0,3.3,1.62,5.0,3.4,1.65,4.5,3.3,1.67,4.75,3.25,1.73,5.0,3.25,1.65,4.33,3.3,1.73,39,5.5,4.79,3.64,3.37,1.79,1.69,29,2.4,2.19,1.65,1.61,13,0.75,1.87,1.84,2.08,2.04,1413.78,1649.85
P1,02/11/08,Academica,Sp Braga,1,1,D,0,0,D,2.9,3.0,2.4,3.2,3.1,2.15,2.85,3.0,2.4,2.7,3.0,2.3,2.5,3.1,2.5,2.8,2.95,2.45,3.0,3.0,2.2,2.88,2.88,2.5,2.65,3.2,2.4,2.62,3.0,2.5,35,3.2,2.85,3.25,3.05,2.55,2.39,27,2.7,2.42,1.58,1.51,13,0.0,2.25,2.06,1.88,1.77,1441.47,1518.5
P1,02/11/08,Est Amadora,Belenenses,1,1,D,1,1,D,2.25,3.2,3.0,2.2,3.1,3.1,2.2,3.1,3.1,2.0,3.1,3.2,2.0,3.2,3.2,2.2,3.0,3.2,2.3,3.0,2.8,2.25,2.88,3.2,2.2,3.1,3.0,2.2,3.0,3.1,31,2.4,2.23,3.2,3.08,3.25,3.06,27,2.5,2.37,1.58,1.53,13,0.0,1.74,1.66,2.25,2.19,1460.87,1514.38
P1,02/11/08,Guimaraes,Benfica,1,2,A,1,2,A,3.3,3.2,2.2,3.5,3.3,1.95,3.2,3.1,2.15,3.2,3.1,2.0,3.2,3.2,2.0,3.2,3.0,2.2,2.9,3.2,2.15,3.4,2.88,2.2,3.2,3.1,2.1,3.3,3.2,2.0,34,3.5,3.23,3.3,3.14,2.28,2.11,27,2.45,2.22,1.65,1.6,12,0.25,1.94,1.93,2.0,1.95,1538.47,1657.91
P1,02/11/08,Leixoes,Pacos Ferreira,2,1,H,2,0,H,1.8,3.25,4.33,1.75,3.3,4.5,1.8,3.25,4.25,1.7,3.2,4.2,1.8,3.1,4.0,1.75,3.25,4.5,1.7,3.3,4.2,1.75,3.25,4.75,1.8,3.2,4.0,1.73,3.2,4.5,35,1.92,1.79,3.4,3.25,4.75,4.25,27,2.2,2.11,1.75,1.65,13,-0.5,1.92,1.9,2.02,1.98,1452.49,1395.79
P1,03/11/08,Maritimo,Nacional,4,2,H,1,1,D,2.2,3.2,3.3,2.3,3.0,3.0,2.3,3.0,3.0,2.25,2.9,2.9,2.25,3.2,2.75,2.3,3.0,3.0,2.4,3.0,2.7,2.2,3.0,3.2,2.25,3.0,3.0,2.2,3.1,3.0,31,2.4,2.27,3.2,3.06,3.3,3.01,22,2.48,2.34,1.58,1.54,10,0.0,1.73,1.63,2.25,2.21,1493.22,1483.48
P1,14/11/08,Trofense,Maritimo,0,2,A,0,0,D,2.9,3.1,2.5,2.8,3.0,2.45,2.7,3.1,2.5,2.6,3.0,2.4,2.7,3.2,2.25,2.75,3.1,2.4,2.6,3.0,2.5,2.75,2.88,2.63,2.75,3.0,2.4,2.7,3.1,2.38,36,3.12,2.81,3.21,3.03,2.6,2.44,31,2.64,2.37,1.55,1.53,16,0.0,2.2,2.07,1.8,1.75,1374.93,1501.9
P1,15/11/08,Porto,Guimaraes,2,0,H,0,0,D,1.33,4.5,9.0,1.3,4.5,9.0,1.4,4.0,8.0,1.3,4.2,8.0,1.29,4.5,8.0,1.4,4.0,7.25,1.36,3.75,8.0,1.4,4.0,8.0,1.35,4.0,7.5,1.4,3.75,7.5,36,1.4,1.36,4.67,4.17,10.65,8.28,27,2.12,1.97,1.86,1.77,12,-1.25,1.96,1.93,2.0,1.95,1730.54,1526.67
