Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,EloHome,EloAway
E3,12/08/00,Rochdale,Darlington,1,1,D,0,1,A,3255,Mark Cooper,17,2,13,1,0,0,8,2,11,19,6,7,1,5,0,0,10,50,,,,2.35,3.0,2.35,,,,2.5,3.2,2.5,2.5,3.2,2.5,1177.97,1241.27
E3,12/08/00,Southend,Brighton,2,0,H,1,0,H,7492,Roger Furnandiz,13,10,9,7,0,0,8,2,7,15,7,3,0,0,0,0,0,0,,,,2.35,3.0,2.35,,,,2.5,3.2,2.5,2.5,3.2,2.5,1126.24,1205.9
E3,19/08/00,Barnet,Mansfield,3,3,D,3,1,H,1732,Matt Messias,16,11,10,6,0,0,7,6,13,16,3,6,0,1,0,0,0,10,,,,1.65,3.2,3.8,1.65,3.4,4.5,1.75,3.25,4.0,1.66,3.5,4.33,1214.75,1126.96
E3,19/08/00,Brighton,Rochdale,2,1,H,2,1,H,6076,Phil Prosser,7,8,3,4,0,0,10,4,17,18,7,3,3,3,1,1,55,55,,,,1.65,3.2,3.8,1.7,3.25,4.3,1.7,3.4,4.2,1.66,3.4,4.5,1194.13,1176.65
E3,19/08/00,Cardiff,Blackpool,1,1,D,1,0,H,11019,Lee Cable,16,8,8,2,0,0,11,5,13,16,1,1,2,3,0,0,20,30,,,,1.7,3.2,3.6,1.85,3.25,3.75,1.7,3.25,4.33,1.72,3.25,4.33,1219.05,1210.17
E3,19/08/00,Darlington,Exeter,1,1,D,1,0,H,4056,Howard Webb,14,6,6,2,0,0,13,3,4,8,5,8,1,1,0,0,10,10,,,,1.5,3.5,4.5,1.6,3.4,5.0,1.53,3.4,5.5,1.5,3.75,5.5,1242.59,1059.43
E3,19/08/00,Halifax,Lincoln,1,1,D,0,0,D,2013,George Cain,8,12,4,7,0,0,7,7,6,9,2,4,0,1,0,0,0,10,,,,1.9,3.0,3.1,1.9,3.25,3.5,1.91,3.25,3.4,1.83,3.4,3.6,1101.65,1146.64
E3,19/08/00,Hartlepool,Chesterfield,1,2,A,1,1,D,3583,Trevor Jones,7,11,6,4,0,1,9,4,5,18,1,2,0,2,0,0,0,20,,,,2.2,3.0,2.6,2.25,3.25,2.75,2.25,3.2,2.75,2.25,3.25,2.75,1232.57,1188.58
E3,19/08/00,Hull,Plymouth,1,1,D,1,0,H,5431,Tony Bates,14,6,10,1,0,0,4,4,11,9,3,2,0,2,0,0,0,20,,,,2.2,3.0,2.6,2.2,3.4,2.75,2.1,3.3,2.88,2.2,3.4,2.7,1159.37,1169.61
E3,19/08/00,Leyton Orient,Carlisle,1,0,H,1,0,H,4320,Mike North,8,10,4,4,0,0,12,2,20,17,2,5,1,1,0,0,10,10,,,,1.6,3.3,4.0,1.7,4.3,4.33,1.67,3.4,4.33,1.66,3.4,4.5,1180.9,1058.63
E3,19/08/00,Scunthorpe,Kidderminster,2,0,H,1,0,H,3761,Chris Foy,13,8,6,3,1,0,5,11,7,8,5,3,2,1,1,0,45,10,,,,1.85,3.0,3.3,2.2,3.4,2.75,2.1,3.25,3.0,1.9,3.25,3.5,1162.81,1247.67
E3,19/08/00,Shrewsbury,Macclesfield,2,2,D,2,1,H,2822,Paul Rejer,9,9,3,5,0,1,7,11,12,10,2,4,1,1,0,0,10,10,,,,2.3,2.9,2.5,2.2,3.25,2.85,2.25,3.2,2.75,2.37,3.4,2.5,1072.76,1167.54
E3,19/08/00,Torquay,Southend,1,1,D,0,1,A,2528,Mark Warren,9,7,2,4,1,0,7,4,15,15,1,6,4,1,0,0,40,10,,,,2.0,3.0,2.9,2.2,3.25,2.85,2.1,3.2,3.0,2.1,3.25,3.0,1190.74,1138.01
E3,19/08/00,York,Cheltenham,0,2,A,0,1,A,2793,Mike Pike,10,15,5,10,0,0,9,10,11,12,4,3,3,1,0,0,30,10,,,,2.2,3.0,2.6,2.2,3.25,2.85,2.2,3.25,2.75,2.25,3.25,2.75,1157.43,1220.07
E3,25/08/00,Carlisle,York,1,1,D,0,0,D,4087,Phil Richards,12,7,4,2,1,1,6,4,5,1,4,1,1,5,0,0,10,50,,,,2.2,3.0,2.6,,,,2.2,3.2,2.8,2.2,3.2,2.87,1053.19,1143.59
E3,26/08/00,Barnet,Cardiff,2,2,D,1,0,H,2264,Peter Jones,9,14,5,5,0,0,5,10,13,12,4,4,1,1,0,0,10,10,,,,2.35,3.0,2.35,2.35,3.4,2.5,2.5,3.2,2.5,2.5,3.2,2.5,1208.58,1215.26
E3,26/08/00,Blackpool,Leyton Orient,2,2,D,1,2,A,4816,David Laws,8,7,6,4,0,0,4,5,6,17,2,2,1,3,0,0,10,30,,,,1.85,3.1,3.2,1.7,3.25,4.3,1.8,3.3,3.75,1.8,3.4,3.75,1213.96,1186.34
E3,26/08/00,Cheltenham,Torquay,2,0,H,1,0,H,3568,Andy Hall,10,6,4,2,0,0,5,6,13,13,1,1,4,4,1,1,65,65,,,,1.7,3.2,3.6,1.7,3.25,4.3,1.73,3.25,4.2,1.72,3.2,4.5,1233.91,1185.57
E3,26/08/00,Chesterfield,Shrewsbury,3,0,H,2,0,H,4338,Roy Pearson,14,9,11,6,0,0,7,8,8,8,1,1,0,0,0,0,0,0,,,,1.4,3.7,5.0,1.45,3.75,6.5,1.4,4.0,6.25,1.44,3.75,6.5,1205.98,1072.57
E3,26/08/00,Exeter,Hartlepool,1,1,D,0,1,A,2967,Clive Wilkes,13,7,5,2,0,0,1,6,16,12,5,4,2,1,0,0,20,10,,,,2.5,2.9,2.3,2.5,3.2,2.5,2.5,3.25,2.4,2.62,3.2,2.37,1067.83,1215.17
E3,26/08/00,Kidderminster,Halifax,2,1,H,2,1,H,2956,Mark Cowburn,15,12,11,3,0,0,7,3,12,9,3,8,2,1,1,0,45,10,,,,1.85,3.1,3.2,1.7,3.25,4.3,1.67,3.3,4.5,1.66,3.4,4.5,1235.71,1099.69
E3,26/08/00,Lincoln,Brighton,2,0,H,2,0,H,3021,Steve Baines,8,16,5,11,0,1,4,16,31,18,4,2,1,0,0,0,10,0,,,,2.5,2.9,2.3,2.75,3.25,2.25,2.75,3.2,2.25,2.62,3.2,2.37,1148.6,1202.56
E3,26/08/00,Macclesfield,Hull,0,0,D,0,0,D,1795,Brian Curson,13,11,4,6,0,0,6,5,10,6,6,9,2,2,0,0,20,20,,,,2.0,3.0,2.9,2.1,3.25,3.0,2.0,3.25,3.2,2.0,3.25,3.25,1167.73,1156.21
E3,26/08/00,Plymouth,Mansfield,2,0,H,0,0,D,4069,Bill Jordan,11,5,5,3,0,1,10,4,6,12,2,2,2,3,0,1,20,55,,,,1.75,3.2,3.5,1.8,3.25,4.0,1.73,3.25,4.2,1.61,3.4,5.0,1172.77,1133.13
E3,26/08/00,Rochdale,Scunthorpe,3,2,H,1,1,D,2561,Mark Warren,19,8,8,4,0,0,7,5,13,8,2,8,2,1,0,0,20,10,,,,2.3,2.9,2.5,2.35,3.2,2.6,2.38,3.2,2.6,2.37,3.2,2.62,1168.22,1174.77
E3,26/08/00,Southend,Darlington,0,2,A,0,0,D,3444,Paul Armstrong,7,8,4,3,0,0,3,4,19,17,9,3,1,2,0,0,10,20,,,,2.3,2.9,2.5,2.25,3.25,2.75,2.38,3.2,2.6,2.37,3.2,2.62,1143.18,1234.19
E3,28/08/00,Brighton,Kidderminster,0,2,A,0,0,D,6274,Steve Bennett,18,8,6,2,2,0,11,3,10,12,3,1,1,0,0,0,10,0,,,,1.75,3.2,3.5,1.7,3.5,4.0,1.85,3.3,3.5,1.8,3.4,3.75,1191.71,1240.82
E3,28/08/00,Cardiff,Southend,2,2,D,2,0,H,7628,John Brandwood,11,10,3,2,1,0,8,4,12,18,1,1,1,2,0,1,10,45,,,,1.55,3.3,4.5,1.7,3.5,4.0,1.53,3.5,5.5,1.57,3.6,5.0,1218.54,1130.36
E3,28/08/00,Halifax,Rochdale,1,2,A,1,1,D,2783,Colin Webster,5,4,3,2,0,0,5,5,16,14,6,7,0,0,0,0,0,0,,,,2.2,3.0,2.6,2.2,3.4,2.75,2.2,3.2,2.8,2.37,3.2,2.62,1094.58,1177.44
E3,28/08/00,Hartlepool,Cheltenham,0,0,D,0,0,D,2870,Phil Richards,9,6,6,4,0,0,5,7,7,17,2,2,0,1,0,0,0,10,,,,1.9,3.1,3.0,2.35,3.4,2.5,2.2,3.2,2.8,2.0,3.25,3.25,1213.48,1241.38
E3,28/08/00,Hull,Lincoln,1,1,D,1,1,D,5780,Steve Lodge,24,9,10,4,1,0,9,4,9,12,1,6,0,3,0,0,0,30,,,,1.8,3.1,3.4,1.7,3.4,4.0,1.91,3.2,3.5,1.72,3.5,4.0,1160.09,1159.45
E3,28/08/00,Leyton Orient,Exeter,2,1,H,0,1,A,4098,Michael Jones,16,7,5,4,0,0,11,5,13,16,7,1,2,1,0,0,20,10,,,,1.55,3.3,4.5,1.7,3.25,4.3,1.6,3.4,5.0,1.57,3.6,5.0,1190.74,1069.52
E3,28/08/00,Mansfield,Macclesfield,4,4,D,2,2,D,3360,M Clattenburg,14,17,8,9,0,2,2,9,15,10,5,2,2,0,0,0,20,0,,,,1.9,3.1,3.0,1.9,3.5,3.25,2.0,3.2,3.25,2.0,3.25,3.25,1125.4,1163.85
E3,28/08/00,Scunthorpe,Chesterfield,1,1,D,0,0,D,5154,Graham Laws,10,5,6,4,0,0,12,3,14,8,1,3,1,3,0,1,10,55,,,,2.6,3.0,2.2,2.6,3.2,2.35,2.75,3.2,2.25,2.62,3.2,2.37,1165.55,1211.15
E3,28/08/00,Torquay,Blackpool,3,2,H,0,1,A,2384,Mark Cooper,9,14,4,4,0,2,6,5,11,14,4,8,1,0,0,0,10,0,,,,2.5,2.9,2.3,2.75,3.4,2.2,2.5,3.2,2.4,2.62,3.2,2.37,1178.1,1209.56
E3,28/08/00,York,Barnet,1,0,H,0,0,D,1981,David Pugh,14,7,11,1,0,1,8,6,9,13,3,3,0,0,0,0,0,0,,,,2.3,2.9,2.5,2.5,3.4,2.35,2.38,3.25,2.5,2.37,3.2,2.62,1143.94,1205.3
E3,29/08/00,Darlington,Plymouth,1,0,H,1,0,H,4415,Paul Robinson,9,5,3,2,0,0,3,6,13,7,0,12,1,2,1,0,35,20,,,,1.7,3.2,3.6,1.7,3.4,4.0,1.7,3.4,4.2,1.8,3.4,3.75,1247.01,1180.5
E3,29/08/00,Shrewsbury,Carlisle,0,1,A,0,0,D,2912,Alan Wiley,10,5,2,2,0,0,4,5,8,12,1,3,1,3,0,0,10,30,,,,1.9,3.1,3.0,2.0,3.25,3.25,2.1,3.2,3.0,2.0,3.25,3.25,1067.4,1052.84
E3,02/09/00,Brighton,Torquay,6,2,H,4,2,H,5804,Peter Walton,13,5,12,5,1,0,6,3,19,10,4,3,1,2,0,1,10,45,,,,1.7,3.2,3.6,1.61,3.6,4.5,1.73,3.25,4.33,1.66,3.4,4.5,1177.39,1188.17
E3,02/09/00,Chesterfield,Barnet,1,2,A,0,1,A,4340,Mick Fletcher ,9,9,4,5,1,0,3,5,13,11,4,2,1,3,0,0,10,30,,,,1.5,3.5,4.5,1.55,3.6,5.0,1.5,3.5,6.0,1.5,3.5,6.0,1213.09,1194.18
E3,02/09/00,Darlington,York,1,1,D,1,1,D,5170,Eddie Wolstenholme,9,12,5,4,3,0,4,4,8,9,7,7,4,1,0,0,40,10,,,,1.5,3.5,4.5,1.55,3.6,5.0,1.57,3.4,5.5,1.57,3.4,5.5,1253.94,1155.06
E3,02/09/00,Exeter,Mansfield,0,0,D,0,0,D,2737,Phil Prosser,8,10,4,2,0,2,6,2,16,23,2,7,5,4,1,0,75,40,,,,2.1,3.0,2.8,2.2,3.25,2.85,2.1,3.25,3.0,2.2,3.2,2.87,1064.05,1123.21
E3,02/09/00,Halifax,Leyton Orient,2,2,D,0,2,A,1592,Graham Laws,15,6,7,4,1,0,11,6,12,19,5,6,2,0,0,0,20,0,,,,2.6,3.0,2.2,2.6,3.2,2.35,2.5,3.2,2.5,2.75,3.25,2.25,1081.46,1196.21
E3,02/09/00,Hartlepool,Shrewsbury,1,3,A,0,1,A,2710,Mike Pike,10,10,5,5,0,1,7,1,11,10,3,0,0,1,0,0,0,10,,,,1.5,3.5,4.5,1.65,3.4,4.5,1.53,3.5,5.5,1.5,3.5,6.0,1210.92,1050.92
E3,02/09/00,Hull,Cheltenham,0,2,A,0,0,D,4750,Howard Webb,10,12,3,5,0,0,4,2,10,10,3,9,0,1,0,0,0,10,,,,2.35,3.0,2.35,2.5,3.2,2.5,2.4,3.2,2.6,2.5,3.2,2.5,1156.57,1243.94
E3,02/09/00,Kidderminster,Carlisle,0,1,A,0,0,D,4052,Paul Armstrong,13,8,4,6,1,0,3,4,16,13,1,0,0,1,0,0,0,10,,,,1.55,3.4,4.2,1.61,3.4,5.0,1.57,3.4,5.5,1.57,3.4,5.5,1255.14,1069.32
E3,02/09/00,Lincoln,Southend,3,0,H,0,0,D,2691,Brian Curson,13,15,5,7,0,0,5,4,20,16,3,1,3,3,0,0,30,30,,,,2.1,3.0,2.8,2.35,3.2,2.6,2.0,3.25,3.25,2.2,3.2,2.87,1162.97,1136.54
E3,02/09/00,Plymouth,Macclesfield,0,1,A,0,0,D,3888,Mike North,11,4,6,2,0,0,5,7,11,16,4,0,1,2,0,0,10,20,,,,1.65,3.2,3.8,1.65,3.4,4.5,1.73,3.25,4.33,1.66,3.4,4.5,1173.57,1166.04
E3,02/09/00,Rochdale,Cardiff,1,1,D,0,1,A,2824,Mike Dean,18,10,10,6,0,0,11,6,15,10,5,10,0,0,0,0,0,0,,,,2.35,3.0,2.35,2.6,3.2,2.35,2.4,3.2,2.6,2.5,3.2,2.5,1190.56,1212.36
E3,02/09/00,Scunthorpe,Blackpool,1,0,H,1,0,H,3822,M Clattenburg,18,8,11,4,1,0,9,6,10,11,2,0,2,1,0,0,20,10,,,,2.0,3.0,2.9,2.2,3.25,2.85,2.0,3.25,3.25,2.0,3.25,3.25,1163.61,1199.49
E3,09/09/00,Barnet,Kidderminster,0,0,D,0,0,D,2103,Lee Cable,9,6,6,1,0,0,7,2,12,9,9,4,0,0,0,0,0,0,,,,2.0,3.0,2.9,2.1,3.25,3.0,2.1,3.2,3.0,2.1,3.4,2.87,1210.8,1234.18
E3,09/09/00,Blackpool,Hartlepool,1,2,A,0,1,A,4562,Howard Webb,12,3,4,2,0,0,4,8,10,19,1,4,0,1,0,0,0,10,,,,1.75,3.1,3.5,1.8,3.4,3.75,1.75,3.3,4.0,1.72,3.25,4.33,1189.27,1190.49
E3,09/09/00,Cardiff,Brighton,1,1,D,0,0,D,6741,Frazer Stretton,18,14,4,8,1,1,10,6,15,8,2,4,2,0,0,0,20,0,,,,1.75,3.1,3.5,1.83,3.25,3.75,1.83,3.25,3.75,1.8,3.4,3.75,1215.13,1186.75
E3,09/09/00,Carlisle,Rochdale,1,2,A,1,1,D,3906,Mark Cowburn,9,12,4,7,0,0,8,6,15,12,4,1,0,1,0,0,0,10,,,,2.2,3.0,2.6,2.25,3.25,2.75,2.25,3.2,2.75,2.25,3.25,2.75,1090.28,1187.79
E3,09/09/00,Cheltenham,Chesterfield,0,1,A,0,0,D,3870,Paul Armstrong,5,11,0,9,0,0,8,6,18,14,1,12,2,1,0,0,20,10,,,,2.2,3.0,2.6,2.25,3.25,2.75,2.38,3.2,2.6,2.3,3.3,2.62,1256.89,1196.47
E3,09/09/00,Leyton Orient,Hull,2,2,D,0,1,A,5177,Richard Beeby,15,13,11,9,0,0,14,3,12,18,6,5,1,1,0,0,10,10,,,,1.5,3.4,4.7,1.55,3.6,5.0,1.57,3.5,5.0,1.57,3.6,5.0,1195.68,1143.62
E3,09/09/00,Macclesfield,Exeter,0,2,A,0,1,A,1793,Colin Webster,18,9,5,5,1,0,8,6,11,13,3,1,1,2,0,0,10,20,,,,1.6,3.2,4.2,1.7,3.25,4.3,1.67,3.4,4.33,1.61,3.4,5.0,1182.29,1062.59
E3,09/09/00,Mansfield,Halifax,5,1,H,2,1,H,2397,Roy Pearson,19,12,14,3,0,1,8,6,9,10,5,0,0,1,0,0,0,10,,,,1.75,3.1,3.5,2.0,3.25,3.25,1.91,3.25,3.4,1.72,3.5,4.0,1124.67,1081.99
E3,09/09/00,Shrewsbury,Darlington,1,0,H,1,0,H,2597,Scott Mathieson,9,8,4,3,0,0,4,4,7,8,7,3,2,3,0,0,20,30,,,,2.8,3.1,2.0,2.75,3.25,2.25,2.75,3.2,2.25,3.0,3.25,2.1,1071.35,1247.48
E3,09/09/00,Southend,Plymouth,2,2,D,1,2,A,3417,David Crick,8,10,5,4,0,0,8,3,17,14,2,4,2,2,0,0,20,20,,,,1.9,3.0,3.1,2.1,3.25,3.0,2.1,3.2,3.0,2.0,3.25,3.25,1128.4,1157.32
E3,09/09/00,Torquay,Lincoln,1,1,D,0,1,A,2131,Ray Olivier,11,11,3,5,0,2,4,12,12,21,1,2,2,4,0,1,20,65,,,,2.1,3.0,2.8,2.2,3.25,2.87,2.3,3.25,2.63,2.1,3.4,2.87,1178.81,1171.11
E3,09/09/00,York,Scunthorpe,2,0,H,0,0,D,3370,Mark Cooper,15,9,3,6,1,0,9,5,20,14,3,3,2,0,0,1,20,25,,,,2.5,2.9,2.3,2.25,3.25,2.75,2.4,3.25,2.5,2.62,3.2,2.37,1161.52,1173.83
E3,12/09/00,Barnet,Exeter,1,1,D,1,0,H,1322,Barry Knight,12,16,6,7,0,0,9,6,10,19,6,2,0,1,0,0,0,10,,,,1.6,3.3,4.0,1.65,3.4,4.5,1.7,3.25,4.33,1.66,3.5,4.33,1208.09,1082.09
E3,12/09/00,Blackpool,Brighton,0,2,A,0,2,A,3406,Mike Pike,18,9,4,2,1,0,4,1,15,14,3,1,4,3,0,0,40,30,,,,2.1,3.0,2.8,2.5,3.2,2.5,2.38,3.2,2.63,2.2,3.2,2.87,1173.31,1191.17
E3,12/09/00,Cardiff,Halifax,4,2,H,3,0,H,5087,Ray Olivier,17,8,14,4,1,0,6,2,11,9,2,3,0,3,0,0,0,30,,,,1.45,3.4,5.2,,,,1.5,3.5,6.0,1.44,3.75,6.5,1210.71,1074.35
E3,12/09/00,Carlisle,Chesterfield,2,4,A,1,3,A,2929,Matt Messias ,8,23,5,11,0,1,6,7,12,20,1,1,1,1,0,0,10,10,,,,2.6,3.0,2.2,,,,2.8,3.25,2.2,2.8,3.25,2.2,1077.69,1214.36
E3,12/09/00,Cheltenham,Darlington,1,0,H,0,0,D,2368,Paul Taylor ,13,11,4,8,1,0,9,6,18,16,11,2,0,3,0,1,0,55,,,,2.2,2.9,2.7,,,,2.25,3.25,2.75,2.25,3.25,2.75,1239.0,1232.28
E3,12/09/00,Leyton Orient,Scunthorpe,1,1,D,1,1,D,3581,Bill Jordan,21,9,11,2,0,1,3,1,16,18,1,7,2,4,0,1,20,65,,,,1.9,3.0,3.1,1.85,3.25,3.75,1.91,3.25,3.5,1.9,3.25,3.5,1190.53,1164.42
E3,12/09/00,Macclesfield,Lincoln,2,0,H,1,0,H,1349,Colin Webster ,11,13,7,4,1,0,5,13,15,16,5,3,0,3,0,0,0,30,,,,2.2,2.9,2.7,,,,2.1,3.25,3.0,2.1,3.4,2.87,1162.79,1174.87
E3,12/09/00,Mansfield,Hull,1,1,D,0,0,D,2629,Neale Barry,7,10,2,4,0,0,7,7,12,8,1,3,0,2,0,0,0,20,,,,1.8,3.0,3.5,,,,1.8,3.25,4.0,1.83,3.4,3.6,1132.31,1148.77
E3,12/09/00,Shrewsbury,Plymouth,4,1,H,2,0,H,2361,Brian Curson,13,5,7,1,0,0,9,2,7,6,0,2,1,2,0,1,10,45,,,,2.3,2.9,2.5,,,,2.2,3.2,2.88,2.37,3.2,2.62,1086.55,1159.84
E3,12/09/00,Southend,Kidderminster,1,1,D,0,1,A,2403,Paul Danson,9,8,5,5,0,0,4,6,11,21,1,4,4,2,1,0,65,20,,,,2.35,3.0,2.35,,,,2.38,3.2,2.63,2.2,3.2,2.87,1125.88,1236.89
E3,12/09/00,Torquay,Hartlepool,1,0,H,1,0,H,1538,Dermot Gallagher,10,5,5,1,0,0,8,3,13,10,2,5,0,0,0,0,0,0,,,,2.3,2.9,2.5,,,,2.38,3.2,2.63,2.37,3.2,2.62,1175.05,1206.45
E3,12/09/00,York,Rochdale,0,2,A,0,2,A,2215,Roy Pearson,5,15,1,9,0,0,11,4,10,7,6,8,1,0,0,0,10,0,,,,2.2,2.9,2.7,,,,2.25,3.25,2.75,2.2,3.2,2.87,1170.93,1200.38
E3,16/09/00,Brighton,Cheltenham,3,0,H,0,0,D,6325,Mike North,17,3,11,1,0,0,8,9,13,13,5,5,1,2,0,0,10,20,,,,1.8,3.0,3.5,2.0,3.25,3.25,1.91,3.25,3.5,1.8,3.5,3.6,1206.57,1247.78
E3,16/09/00,Chesterfield,Mansfield,4,0,H,2,0,H,6793,John Brandwood,25,8,11,1,0,0,3,3,13,11,1,1,1,2,0,0,10,20,,,,1.5,3.4,4.7,1.65,3.4,4.5,1.44,3.75,6.5,1.44,3.75,6.5,1225.55,1129.36
E3,16/09/00,Darlington,Barnet,1,0,H,1,0,H,3929,Mark Cowburn,11,4,4,2,0,0,9,2,11,6,0,8,1,0,0,0,10,0,,,,1.75,2.9,3.8,1.85,3.25,3.75,1.75,3.4,4.0,1.72,3.25,4.33,1223.5,1200.94
E3,16/09/00,Exeter,York,3,1,H,3,1,H,2904,Paul Armstrong,10,12,5,6,0,1,10,11,18,10,4,3,1,2,0,0,10,20,,,,2.1,3.0,2.8,2.35,3.4,2.5,2.2,3.25,2.8,2.2,3.25,2.8,1089.24,1155.93
E3,16/09/00,Halifax,Southend,0,1,A,0,0,D,1447,Trevor Jones,12,10,4,3,0,0,9,4,8,11,5,4,0,1,0,0,0,10,,,,2.4,2.9,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.2,2.5,1069.25,1126.28
E3,16/09/00,Hartlepool,Macclesfield,2,2,D,0,0,D,2589,Tony Leake,21,10,9,4,1,1,6,3,10,8,4,5,0,0,0,0,0,0,,,,2.0,3.1,2.8,1.9,3.4,3.4,2.0,3.4,3.1,1.9,3.5,3.25,1196.39,1172.19
E3,16/09/00,Hull,Shrewsbury,1,0,H,1,0,H,4775,M Clattenburg,17,5,9,1,1,0,10,7,17,11,4,3,1,1,0,0,10,10,,,,2.2,2.9,2.7,2.2,3.25,2.85,2.2,3.25,2.8,2.25,3.0,3.0,1151.72,1098.09
E3,16/09/00,Kidderminster,Leyton Orient,2,1,H,0,1,A,3365,Phil Prosser,17,15,7,6,0,0,10,11,5,20,2,4,1,1,0,0,10,10,,,,2.0,3.0,2.9,2.2,3.25,2.85,2.2,3.25,2.8,2.0,3.25,3.25,1236.49,1186.18
E3,16/09/00,Lincoln,Blackpool,1,1,D,1,0,H,2753,Alan Kaye,10,8,3,4,1,0,10,4,11,12,7,1,0,3,0,0,0,30,,,,1.9,3.0,3.1,2.0,3.25,3.25,2.0,3.25,3.25,2.1,3.25,3.0,1165.47,1157.91
E3,16/09/00,Plymouth,Carlisle,2,0,H,2,0,H,3378,Steve Dunn,11,8,6,1,0,0,6,7,9,14,1,8,0,1,0,0,0,10,,,,2.0,3.0,2.9,1.7,3.4,4.0,1.8,3.4,3.75,1.8,3.4,3.75,1148.3,1066.5
E3,16/09/00,Rochdale,Torquay,2,1,H,2,0,H,2871,Tony Bates,14,8,7,7,0,0,3,5,8,12,2,0,1,2,0,0,10,20,,,,1.55,3.3,4.5,1.6,3.6,4.5,1.62,3.5,4.75,1.61,3.6,4.5,1215.38,1185.11
E3,16/09/00,Scunthorpe,Cardiff,0,2,A,0,0,D,3263,Colin Webster,12,9,9,5,0,1,9,2,9,11,1,4,0,1,0,0,0,10,,,,2.2,2.9,2.7,2.5,3.2,2.5,2.25,3.2,2.8,2.2,3.25,2.8,1168.77,1215.81
E3,22/09/00,Macclesfield,Darlington,1,1,D,1,0,H,2389,Steve Baines,10,13,6,3,0,1,1,4,6,13,7,2,0,0,0,0,0,0,,,,2.3,2.9,2.5,2.35,3.2,2.6,,,,2.37,3.2,2.62,1176.48,1231.76
E3,23/09/00,Barnet,Hull,1,1,D,0,1,A,2109,Phil Prosser,16,11,7,6,0,0,10,6,10,16,3,6,2,1,0,0,20,10,,,,1.8,3.0,3.5,1.8,3.25,4.0,1.73,3.25,4.33,1.72,3.25,4.33,1192.68,1159.03
